Video_name,happy,angry,sad,surprise,disgust,fear,neutral,emotion_change,each_video_emotion_count,neutral_%
id0_id4_0002.mp4,20,0,8,0,5,317,0,24,350,0
id0_id4_0003.mp4,110,0,125,0,31,233,0,99,499,0
id0_id4_0004.mp4,18,0,0,0,177,91,0,61,286,0
id0_id4_0005.mp4,77,0,31,6,51,267,0,85,432,0
id0_id4_0006.mp4,0,0,153,83,309,3,0,39,548,0
id0_id4_0009.mp4,103,0,3,0,63,349,0,53,518,0
id0_id6_0000.mp4,96,0,39,0,0,329,5,53,469,0.010660981
id0_id6_0001.mp4,82,0,64,0,123,31,3,68,303,0.00990099
id0_id6_0002.mp4,86,0,41,0,6,217,0,83,350,0
id0_id6_0006.mp4,1,0,136,55,339,17,0,84,548,0
id0_id6_0007.mp4,211,2,14,2,103,167,0,170,499,0
id0_id6_0009.mp4,214,0,26,0,21,259,0,74,520,0
id0_id9_0000.mp4,57,0,17,0,187,206,2,106,469,0.004264392
id0_id9_0001.mp4,49,0,26,1,185,41,1,56,303,0.00330033
id0_id9_0002.mp4,39,0,2,0,145,164,0,74,350,0
id0_id9_0003.mp4,289,0,23,0,96,83,0,87,491,0
id0_id9_0005.mp4,34,0,15,6,154,207,0,68,416,0
id0_id9_0006.mp4,0,0,13,68,463,4,0,60,548,0
id0_id9_0007.mp4,17,0,12,0,415,41,0,94,485,0
id0_id9_0008.mp4,5,0,1,11,383,62,0,37,462,0
id0_id9_0009.mp4,110,0,18,7,281,102,0,91,518,0
id10_id11_0001.mp4,0,0,0,0,4,78,0,7,82,0
id10_id11_0002.mp4,0,0,29,0,227,52,13,68,321,0.040498442
id10_id11_0003.mp4,0,0,23,222,55,41,0,65,341,0
id10_id11_0004.mp4,126,0,81,24,98,114,78,110,521,0.149712092
id10_id11_0005.mp4,5,0,2,132,139,17,30,58,325,0.092307692
id10_id11_0006.mp4,0,0,2,97,20,2,12,14,133,0.090225564
id10_id11_0007.mp4,0,0,0,163,327,10,14,36,514,0.027237354
id10_id11_0008.mp4,1,0,6,63,267,31,14,53,382,0.036649215
id10_id12_0001.mp4,0,0,0,0,0,97,0,0,97,0
id10_id12_0002.mp4,0,0,8,0,84,227,3,58,322,0.00931677
id10_id12_0003.mp4,2,0,9,191,26,118,0,56,346,0
id10_id12_0004.mp4,51,0,129,15,50,208,68,117,521,0.130518234
id10_id12_0005.mp4,5,0,16,104,127,70,15,95,337,0.044510386
id10_id12_0006.mp4,0,0,8,95,21,4,7,20,135,0.051851852
id10_id12_0007.mp4,0,0,0,152,328,25,9,32,514,0.017509728
id10_id12_0008.mp4,0,0,12,38,251,79,0,31,380,0
id10_id13_0001.mp4,0,0,0,0,0,83,0,0,83,0
id10_id13_0002.mp4,0,0,91,0,127,90,15,94,323,0.046439628
id10_id13_0003.mp4,0,0,23,225,27,74,0,68,349,0
id10_id13_0004.mp4,47,0,127,32,160,102,53,185,521,0.101727447
id10_id13_0005.mp4,4,0,5,143,144,18,17,73,331,0.051359517
id10_id13_0006.mp4,0,0,0,99,24,0,11,12,134,0.082089552
id10_id13_0007.mp4,2,0,0,172,294,33,13,59,514,0.025291829
id10_id13_0008.mp4,2,0,23,12,320,22,1,34,380,0.002631579
id10_id7_0001.mp4,0,0,0,0,2,64,0,3,66,0
id10_id7_0002.mp4,2,0,80,0,66,164,10,85,322,0.031055901
id10_id7_0003.mp4,0,2,10,179,25,131,0,51,347,0
id10_id7_0004.mp4,77,0,80,17,37,220,90,114,521,0.172744722
id10_id7_0005.mp4,7,0,13,110,94,83,27,84,334,0.080838323
id10_id7_0006.mp4,1,0,2,95,20,1,12,16,131,0.091603053
id10_id7_0007.mp4,4,0,0,161,258,75,16,70,514,0.031128405
id10_id7_0008.mp4,0,0,14,18,294,52,2,45,380,0.005263158
id10_id7_0009.mp4,55,0,40,263,67,116,17,155,558,0.03046595
id11_id7_0000.mp4,3,0,32,51,85,167,10,70,348,0.028735632
id11_id7_0001.mp4,139,0,55,34,75,138,4,134,445,0.008988764
id11_id7_0002.mp4,9,0,16,39,49,220,25,65,358,0.069832402
id11_id7_0003.mp4,24,0,75,21,139,48,10,104,317,0.031545741
id11_id7_0004.mp4,0,0,27,52,40,206,10,56,335,0.029850746
id11_id7_0005.mp4,0,0,14,117,60,136,1,64,328,0.00304878
id11_id7_0006.mp4,2,0,26,80,179,20,9,57,316,0.028481013
id11_id7_0007.mp4,0,0,54,95,54,126,0,70,329,0
id11_id7_0008.mp4,0,0,64,115,117,62,18,79,376,0.04787234
id11_id7_0009.mp4,42,0,17,1,73,258,6,83,397,0.01511335
id11_id7_0010.mp4,0,0,14,102,15,123,36,51,290,0.124137931
id12_id10_0001.mp4,63,0,3,52,189,89,3,128,399,0.007518797
id12_id10_0002.mp4,0,0,29,59,182,81,7,102,358,0.019553073
id12_id10_0004.mp4,3,0,6,101,149,72,0,36,331,0
id12_id10_0005.mp4,3,0,12,262,22,6,9,25,314,0.02866242
id12_id10_0006.mp4,0,0,20,99,169,10,12,52,310,0.038709677
id12_id7_0000.mp4,0,0,1,0,371,3,1,10,376,0.002659574
id12_id7_0001.mp4,84,0,2,42,59,204,8,104,399,0.020050125
id12_id7_0002.mp4,0,4,66,38,41,207,5,111,361,0.013850416
id12_id7_0004.mp4,3,0,54,90,88,93,2,82,330,0.006060606
id12_id7_0005.mp4,6,0,11,154,37,101,5,59,314,0.015923567
id12_id7_0006.mp4,3,0,32,88,149,30,8,68,310,0.025806452
id13_id10_0000.mp4,1,0,259,25,302,3,0,440,590,0
id13_id10_0001.mp4,1,0,254,2,346,2,0,407,605,0
id13_id10_0003.mp4,0,0,0,36,304,0,0,6,340,0
id13_id10_0004.mp4,6,0,1,218,107,4,0,19,336,0
id13_id10_0005.mp4,5,0,23,192,67,20,2,47,309,0.006472492
id13_id10_0007.mp4,0,0,0,200,249,3,0,38,452,0
id13_id10_0008.mp4,0,0,12,85,278,82,2,53,459,0.004357298
id13_id10_0011.mp4,8,3,0,296,103,51,1,73,462,0.002164502
id13_id10_0012.mp4,0,0,0,123,380,7,0,4,510,0
id13_id10_0014.mp4,0,0,33,107,220,1,29,51,390,0.074358974
id13_id10_0015.mp4,1,0,8,56,318,107,3,64,493,0.006085193
id13_id7_0000.mp4,0,0,325,37,255,22,0,486,639,0
id13_id7_0001.mp4,3,0,322,0,247,83,0,482,655,0
id13_id7_0002.mp4,9,1,26,7,114,236,7,68,400,0.0175
id13_id7_0003.mp4,11,0,3,28,266,32,0,32,340,0
id13_id7_0004.mp4,12,0,5,226,59,34,0,26,336,0
id13_id7_0005.mp4,0,0,6,190,87,26,0,34,309,0
id13_id7_0007.mp4,1,0,19,133,71,228,0,51,452,0
id13_id7_0008.mp4,1,0,33,51,95,274,6,77,460,0.013043478
id13_id7_0009.mp4,41,0,71,42,5,272,4,67,435,0.009195402
id13_id7_0011.mp4,19,0,13,261,17,142,0,81,452,0
id13_id7_0012.mp4,6,0,0,118,86,300,0,38,510,0
id13_id7_0015.mp4,0,0,15,53,249,176,0,67,493,0
id16_id0_0000.mp4,114,4,4,8,79,106,7,84,322,0.02173913
id16_id0_0001.mp4,16,0,4,33,123,126,16,70,318,0.050314465
id16_id0_0002.mp4,41,0,6,35,186,122,27,160,417,0.064748201
id16_id0_0003.mp4,21,0,2,0,242,37,1,26,303,0.00330033
id16_id0_0004.mp4,39,0,18,28,162,101,13,95,361,0.03601108
id16_id0_0005.mp4,29,0,1,0,124,215,0,88,369,0
id16_id0_0006.mp4,4,0,16,22,173,6,3,41,224,0.013392857
id16_id0_0007.mp4,99,13,1,25,7,129,0,92,274,0
id16_id0_0009.mp4,0,0,0,0,191,124,0,28,315,0
id16_id0_0010.mp4,25,0,14,16,145,116,0,53,316,0
id16_id0_0011.mp4,22,0,25,12,127,63,27,90,276,0.097826087
id16_id0_0012.mp4,51,0,75,0,162,20,0,69,308,0
id16_id0_0013.mp4,75,0,108,3,30,106,0,75,322,0
id16_id17_0000.mp4,72,0,1,5,91,146,8,66,323,0.024767802
id16_id17_0001.mp4,22,1,15,19,114,146,2,56,319,0.006269592
id16_id17_0002.mp4,40,0,3,65,181,116,7,148,412,0.016990291
id16_id17_0003.mp4,5,0,0,0,273,25,0,12,303,0
id16_id17_0004.mp4,29,4,14,39,190,57,9,61,342,0.026315789
id16_id17_0005.mp4,49,0,0,0,152,170,1,97,372,0.002688172
id16_id17_0006.mp4,1,0,20,22,175,7,0,29,225,0
id16_id17_0007.mp4,17,1,1,39,10,230,0,45,298,0
id16_id17_0009.mp4,0,0,0,0,284,31,0,8,315,0
id16_id17_0010.mp4,2,0,5,23,210,79,0,16,319,0
id16_id17_0011.mp4,3,0,30,19,180,34,10,70,276,0.036231884
id16_id17_0012.mp4,7,0,1,0,255,45,0,24,308,0
id16_id17_0013.mp4,114,0,21,3,28,156,0,64,322,0
id16_id1_0000.mp4,91,0,6,0,85,139,7,82,328,0.021341463
id16_id1_0001.mp4,42,0,7,16,115,136,6,76,322,0.01863354
id16_id1_0002.mp4,31,0,13,29,198,123,18,129,412,0.04368932
id16_id1_0003.mp4,11,0,1,0,285,6,0,16,303,0
id16_id1_0004.mp4,23,0,18,19,207,72,12,96,351,0.034188034
id16_id1_0005.mp4,20,0,1,0,164,187,0,91,372,0
id16_id1_0006.mp4,4,0,15,9,189,7,0,28,224,0
id16_id1_0007.mp4,13,0,1,34,21,219,0,46,288,0
id16_id1_0009.mp4,0,0,0,0,294,21,0,18,315,0
id16_id1_0010.mp4,0,0,1,17,220,79,0,22,317,0
id16_id1_0011.mp4,1,0,62,12,134,47,20,88,276,0.072463768
id16_id1_0012.mp4,17,0,3,0,256,32,0,39,308,0
id16_id1_0013.mp4,28,0,35,3,50,206,0,47,322,0
id16_id20_0000.mp4,111,3,0,1,64,143,3,81,325,0.009230769
id16_id20_0001.mp4,18,0,12,18,62,195,6,74,311,0.019292605
id16_id20_0002.mp4,26,0,4,32,154,157,22,130,395,0.055696203
id16_id20_0003.mp4,11,2,0,0,234,56,0,28,303,0
id16_id20_0004.mp4,13,5,26,33,94,161,9,67,341,0.026392962
id16_id20_0005.mp4,21,0,2,0,56,278,0,81,357,0
id16_id20_0006.mp4,0,0,30,16,163,15,0,32,224,0
id16_id20_0007.mp4,40,13,3,42,23,110,0,71,231,0
id16_id20_0009.mp4,0,2,1,0,270,42,0,34,315,0
id16_id20_0010.mp4,40,0,3,17,178,75,0,46,313,0
id16_id20_0011.mp4,11,0,38,23,144,43,17,68,276,0.061594203
id16_id20_0012.mp4,20,0,31,0,189,68,0,65,308,0
id16_id20_0013.mp4,56,7,70,1,26,158,0,62,318,0
id16_id21_0000.mp4,60,0,3,8,80,168,4,51,323,0.012383901
id16_id21_0001.mp4,28,0,15,24,87,162,4,76,320,0.0125
id16_id21_0002.mp4,62,0,3,101,116,108,13,173,403,0.032258065
id16_id21_0003.mp4,29,0,0,9,208,57,0,34,303,0
id16_id21_0004.mp4,21,0,25,39,128,137,5,120,355,0.014084507
id16_id21_0005.mp4,32,0,1,0,101,224,0,86,358,0
id16_id21_0006.mp4,0,0,26,16,174,8,0,40,224,0
id16_id21_0007.mp4,15,4,3,45,21,202,0,71,290,0
id16_id21_0009.mp4,0,0,2,0,278,35,0,17,315,0
id16_id21_0010.mp4,3,0,0,22,218,70,0,8,313,0
id16_id21_0011.mp4,8,0,13,40,127,78,10,67,276,0.036231884
id16_id21_0012.mp4,1,0,31,8,210,58,0,71,308,0
id16_id21_0013.mp4,124,0,6,1,27,160,0,42,318,0
id16_id23_0000.mp4,67,0,13,5,103,116,17,83,321,0.052959502
id16_id23_0001.mp4,15,0,6,13,67,206,11,57,318,0.034591195
id16_id23_0002.mp4,16,0,6,18,155,161,41,148,397,0.103274559
id16_id23_0003.mp4,6,4,0,1,229,63,0,33,303,0
id16_id23_0004.mp4,17,1,50,15,126,111,12,89,332,0.036144578
id16_id23_0005.mp4,21,0,11,0,148,183,0,76,363,0
id16_id23_0006.mp4,1,0,31,11,167,14,0,37,224,0
id16_id23_0009.mp4,0,0,0,0,222,93,0,38,315,0
id16_id23_0010.mp4,2,0,1,16,222,75,0,21,316,0
id16_id23_0011.mp4,0,0,44,13,123,74,22,82,276,0.079710145
id16_id23_0012.mp4,5,0,7,0,264,32,0,20,308,0
id16_id23_0013.mp4,95,0,11,1,29,182,0,41,318,0
id16_id26_0000.mp4,37,1,1,13,91,156,21,67,320,0.065625
id16_id26_0001.mp4,2,0,0,47,101,168,0,54,318,0
id16_id26_0002.mp4,19,0,4,64,170,128,7,148,392,0.017857143
id16_id26_0003.mp4,18,0,0,0,268,17,0,26,303,0
id16_id26_0004.mp4,6,1,9,57,157,113,10,73,353,0.028328612
id16_id26_0005.mp4,19,0,1,0,204,141,0,85,365,0
id16_id26_0006.mp4,1,0,9,28,172,14,0,30,224,0
id16_id26_0007.mp4,23,0,3,44,13,208,0,50,291,0
id16_id26_0009.mp4,0,0,0,0,267,48,0,27,315,0
id16_id26_0010.mp4,1,0,0,26,182,106,0,40,315,0
id16_id26_0011.mp4,21,0,29,23,163,17,22,58,275,0.08
id16_id26_0012.mp4,29,0,6,0,250,23,0,30,308,0
id16_id26_0013.mp4,29,0,71,1,48,169,0,69,318,0
id16_id28_0000.mp4,63,0,7,0,95,139,15,66,319,0.047021944
id16_id28_0001.mp4,33,0,11,20,126,117,14,83,321,0.043613707
id16_id28_0002.mp4,52,0,2,26,194,99,27,141,400,0.0675
id16_id28_0003.mp4,10,1,0,0,219,72,1,36,303,0.00330033
id16_id28_0004.mp4,36,0,21,24,169,81,7,74,338,0.020710059
id16_id28_0005.mp4,38,0,3,0,137,178,0,90,356,0
id16_id28_0006.mp4,0,0,11,7,187,18,1,19,224,0.004464286
id16_id28_0007.mp4,28,1,3,21,9,217,0,62,279,0
id16_id28_0009.mp4,0,0,0,0,253,62,0,22,315,0
id16_id28_0010.mp4,17,0,16,17,168,96,0,46,314,0
id16_id28_0011.mp4,10,0,30,17,146,60,13,83,276,0.047101449
id16_id28_0012.mp4,13,0,1,0,163,131,0,34,308,0
id16_id28_0013.mp4,128,7,49,1,15,118,0,54,318,0
id16_id2_0000.mp4,75,0,10,24,98,93,25,92,325,0.076923077
id16_id2_0001.mp4,7,0,13,43,81,164,8,68,316,0.025316456
id16_id2_0002.mp4,8,0,4,86,131,134,49,186,412,0.118932039
id16_id2_0003.mp4,4,0,0,0,186,113,0,47,303,0
id16_id2_0004.mp4,14,0,6,78,169,66,8,105,341,0.023460411
id16_id2_0005.mp4,27,0,1,0,186,151,0,77,365,0
id16_id2_0006.mp4,0,0,16,28,167,10,3,31,224,0.013392857
id16_id2_0007.mp4,12,1,1,39,13,227,0,41,293,0
id16_id2_0009.mp4,0,0,0,2,312,1,0,4,315,0
id16_id2_0010.mp4,1,0,0,12,225,73,3,23,314,0.00955414
id16_id2_0011.mp4,0,0,9,13,136,81,37,70,276,0.134057971
id16_id2_0012.mp4,0,0,0,0,271,37,0,19,308,0
id16_id2_0013.mp4,46,3,18,6,55,194,0,59,322,0
id16_id30_0000.mp4,91,4,15,1,66,134,12,111,323,0.037151703
id16_id30_0001.mp4,18,0,26,12,44,207,10,66,317,0.031545741
id16_id30_0002.mp4,36,0,8,44,111,174,23,147,396,0.058080808
id16_id30_0003.mp4,35,3,0,0,213,51,1,40,303,0.00330033
id16_id30_0005.mp4,19,0,0,0,69,274,0,68,362,0
id16_id30_0006.mp4,6,0,77,8,130,3,0,37,224,0
id16_id30_0007.mp4,15,16,3,45,13,201,0,58,293,0
id16_id30_0009.mp4,0,0,0,0,295,20,0,16,315,0
id16_id30_0010.mp4,7,0,0,20,230,59,0,30,316,0
id16_id30_0011.mp4,23,0,60,15,83,60,35,102,276,0.126811594
id16_id30_0012.mp4,53,0,7,0,156,92,0,63,308,0
id16_id30_0013.mp4,55,0,7,1,23,232,0,45,318,0
id16_id31_0000.mp4,70,11,4,10,29,203,3,88,330,0.009090909
id16_id31_0001.mp4,8,0,8,17,42,234,4,34,313,0.012779553
id16_id31_0002.mp4,27,0,5,54,65,237,5,148,393,0.012722646
id16_id31_0003.mp4,8,12,0,0,177,106,0,28,303,0
id16_id31_0006.mp4,2,0,43,17,137,25,0,69,224,0
id16_id31_0007.mp4,26,62,2,29,8,130,0,53,257,0
id16_id31_0008.mp4,7,8,2,2,11,39,0,16,69,0
id16_id31_0009.mp4,1,3,6,0,37,268,0,32,315,0
id16_id31_0010.mp4,39,22,45,4,10,196,0,80,316,0
id16_id31_0011.mp4,8,0,19,13,83,145,8,88,276,0.028985507
id16_id31_0012.mp4,42,0,21,0,16,229,0,69,308,0
id16_id31_0013.mp4,53,52,117,1,12,83,0,95,318,0
id16_id35_0000.mp4,81,2,5,0,77,148,11,73,324,0.033950617
id16_id35_0001.mp4,11,0,9,7,91,191,9,63,318,0.028301887
id16_id35_0002.mp4,18,0,2,35,162,168,19,147,404,0.047029703
id16_id35_0003.mp4,20,14,0,0,230,39,0,44,303,0
id16_id35_0005.mp4,36,0,6,0,60,264,0,86,366,0
id16_id35_0006.mp4,4,0,40,36,128,16,0,46,224,0
id16_id35_0007.mp4,25,13,3,38,8,183,0,56,270,0
id16_id35_0008.mp4,1,0,0,2,57,6,0,4,66,0
id16_id35_0009.mp4,0,0,5,0,198,112,0,43,315,0
id16_id35_0010.mp4,14,0,23,5,99,178,0,72,319,0
id16_id35_0011.mp4,29,0,67,12,130,23,14,79,275,0.050909091
id16_id35_0012.mp4,25,0,2,0,94,187,0,56,308,0
id16_id35_0013.mp4,78,1,22,1,10,206,0,61,318,0
id16_id37_0000.mp4,81,0,7,6,48,172,10,83,324,0.030864198
id16_id37_0001.mp4,19,0,5,10,64,211,7,63,316,0.022151899
id16_id37_0002.mp4,44,0,13,22,126,163,32,169,400,0.08
id16_id37_0003.mp4,6,9,0,10,200,78,0,39,303,0
id16_id37_0004.mp4,14,0,5,32,230,57,6,73,344,0.01744186
id16_id37_0006.mp4,4,0,67,7,136,12,0,55,226,0
id16_id37_0009.mp4,0,0,0,0,301,14,0,10,315,0
id16_id37_0010.mp4,11,0,11,13,192,85,0,42,312,0
id16_id37_0011.mp4,16,0,26,13,73,135,13,86,276,0.047101449
id16_id37_0012.mp4,50,0,3,0,198,57,0,52,308,0
id16_id37_0013.mp4,64,9,13,1,28,203,0,70,318,0
id16_id3_0000.mp4,81,6,1,20,88,118,6,95,320,0.01875
id16_id3_0001.mp4,12,0,11,23,66,194,11,67,317,0.034700315
id16_id3_0002.mp4,18,0,4,52,178,137,23,167,412,0.055825243
id16_id3_0003.mp4,2,10,0,1,235,55,0,41,303,0
id16_id3_0004.mp4,28,2,15,19,207,73,8,80,352,0.022727273
id16_id3_0005.mp4,13,0,7,0,169,177,0,90,366,0
id16_id3_0006.mp4,4,0,8,26,175,11,0,35,224,0
id16_id3_0007.mp4,19,7,1,22,13,221,0,53,283,0
id16_id3_0009.mp4,0,0,0,0,308,7,0,6,315,0
id16_id3_0010.mp4,5,0,11,13,181,98,4,51,312,0.012820513
id16_id3_0011.mp4,1,0,21,13,150,76,15,74,276,0.054347826
id16_id3_0012.mp4,10,0,0,0,242,56,0,35,308,0
id16_id3_0013.mp4,63,28,36,3,45,147,0,68,322,0
id16_id6_0000.mp4,112,0,6,0,5,200,2,63,325,0.006153846
id16_id6_0001.mp4,67,0,7,0,40,190,13,64,317,0.041009464
id16_id6_0002.mp4,171,0,4,4,68,133,30,123,410,0.073170732
id16_id6_0003.mp4,186,2,0,0,32,83,0,57,303,0
id16_id6_0004.mp4,38,0,57,2,83,196,9,120,385,0.023376623
id16_id6_0005.mp4,50,0,0,0,73,246,0,78,369,0
id16_id6_0006.mp4,30,0,75,0,83,32,4,48,224,0.017857143
id16_id6_0007.mp4,46,1,1,23,6,220,0,56,297,0
id16_id6_0009.mp4,0,0,69,0,51,195,0,77,315,0
id16_id6_0010.mp4,29,0,9,16,88,176,0,68,318,0
id16_id6_0011.mp4,22,0,46,7,72,120,8,104,275,0.029090909
id16_id6_0012.mp4,64,0,19,0,94,131,0,94,308,0
id16_id6_0013.mp4,171,0,0,3,0,148,0,57,322,0
id16_id9_0000.mp4,22,0,1,8,168,119,4,77,322,0.01242236
id16_id9_0001.mp4,10,0,0,40,139,128,0,45,317,0
id16_id9_0002.mp4,8,0,5,93,215,80,9,149,410,0.02195122
id16_id9_0003.mp4,2,0,0,2,290,9,0,14,303,0
id16_id9_0004.mp4,22,4,3,64,200,53,5,80,351,0.014245014
id16_id9_0005.mp4,15,0,1,0,198,148,0,72,362,0
id16_id9_0006.mp4,3,0,8,22,185,6,0,19,224,0
id16_id9_0007.mp4,12,5,1,45,74,132,0,75,269,0
id16_id9_0009.mp4,0,0,0,0,314,1,0,2,315,0
id16_id9_0010.mp4,4,0,0,17,220,76,0,19,317,0
id16_id9_0011.mp4,3,0,20,22,175,47,9,75,276,0.032608696
id16_id9_0012.mp4,1,0,0,0,195,112,0,45,308,0
id16_id9_0013.mp4,60,29,56,9,34,134,0,83,322,0
id17_id0_0000.mp4,99,0,55,2,136,4,15,91,311,0.048231511
id17_id0_0001.mp4,8,0,2,224,19,70,0,49,323,0
id17_id0_0002.mp4,36,0,4,36,147,107,3,60,333,0.009009009
id17_id0_0003.mp4,0,0,0,15,232,0,0,4,247,0
id17_id0_0004.mp4,150,1,6,2,17,79,51,71,306,0.166666667
id17_id0_0005.mp4,7,0,7,1,282,15,0,30,312,0
