Noise,Label
4631,1
14806,1
6423,1
4865,1
4511,1
1787,1
4632,1
4193,1
746,1
4426,1
23421,1
6639,1
1443,1
5847,1
9224,1
2134,1
2338,1
2135,1
1291,1
2189,1
2731,1
2053,1
3960,1
18294,1
3699,1
4908,1
7772,1
10155,1
10247,1
2163,1
5046,1
9374,1
2954,1
4259,1
3196,1
1344,1
1298,1
3129,1
14463,1
2170,1
489,1
13075,1
4247,1
10736,1
4673,1
8063,1
8996,1
3472,1
10124,1
35650,1
1381,1
5179,1
3856,1
19728,1
3331,1
10228,1
5471,1
1434,1
21110,1
4659,1
3558,1
2945,1
1833,1
13736,1
2913,1
8509,1
10682,1
9601,1
3256,1
9464,1
3851,1
13545,1
6226,1
14570,1
5892,1
10482,1
2704,1
6461,1
6356,1
5618,1
18243,1
1618,1
3813,1
3275,1
10164,1
2649,1
907,1
3672,1
6995,1
4626,1
3128,1
3246,1
1172,1
3030,1
2276,1
4624,1
30810,1
17768,1
3907,1
2554,1
4174,1
14640,1
2122,1
3147,1
7323,1
3252,1
8035,1
10515,1
4725,1
4236,1
4179,1
3330,1
2320,1
1442,1
10600,1
4898,1
3490,1
2628,1
7004,1
3215,1
3293,1
2468,1
1973,1
5806,1
4967,1
3090,1
13895,1
5768,1
5048,1
3568,1
3601,1
6223,1
6810,1
1021,1
2209,1
11017,1
2533,1
6525,1
4422,1
21242,1
3351,1
10198,1
4197,1
13931,1
4157,1
3117,1
11189,1
1470,1
1552,1
2226,1
2210,1
2825,1
1826,1
3519,1
5412,1
3883,1
12816,1
1647,1
4810,1
792,1
1124,1
34278,1
1393,1
1109,1
5007,1
9377,1
6010,1
2287,1
3790,1
4379,1
7444,1
7967,1
28302,1
2084,1
4757,1
9700,1
1577,1
17093,1
9188,1
1713,1
4796,1
2942,1
5059,1
3482,1
2550,1
7426,1
2433,1
1388,1
1526,1
8305,1
2626,1
7146,1
1986,1
2332,1
318,1
5441,1
8437,1
10515,1
3283,1
7812,1
18014,1
2938,1
11342,1
41466,1
4668,1
11259,1
3353,1
27427,1
9383,1
3913,1
4115,1
9056,1
16343,1
1372,1
995,1
3247,1
8279,1
2735,1
25234,1
8124,1
24072,1
3563,1
2166,1
6171,1
2497,1
2787,1
3390,1
7424,1
2727,1
1591,1
1940,1
2823,1
1405,1
5527,1
2536,1
1681,1
3633,1
5172,1
3609,1
2058,1
4731,1
1631,1
9136,1
2925,1
15809,1
2737,1
10939,1
7193,1
3743,1
4494,1
5437,1
7124,1
2781,1
14042,1
3498,1
6213,1
2651,1
3751,1
13285,1
2477,1
1901,1
1114,1
7824,1
5015,1
6889,1
1694,1
4039,1
8271,1
3393,1
3500,1
10021,1
4522,1
15080,1
12644,1
5858,1
1714,1
1732,1
9534,1
3360,1
2165,1
16997,1
2911,1
1980,1
19829,1
2211,1
1569,1
2013,1
2360,1
6311,1
2951,1
11059,1
2013,1
8491,1
4483,1
3051,1
3031,1
3055,1
3172,1
7191,1
9915,1
2736,1
22211,1
3948,1
4762,1
13702,1
3836,1
3106,1
9546,1
4905,1
3555,1
4721,1
11652,1
9499,1
13157,1
2370,1
1565,1
9591,1
3438,1
8703,1
5018,1
2778,1
1201,1
3576,1
6780,1
2535,1
18238,1
2937,1
11675,1
4827,1
7960,1
4043,1
5043,1
3690,1
2053,1
1999,1
3518,1
2109,1
2002,1
1658,1
2357,1
2953,1
14801,1
4589,1
3143,1
3510,1
8489,1
1780,1
3583,1
6741,1
3636,1
5401,1
2927,1
2754,1
2690,1
20310,1
2215,1
5813,1
78,1
2717,1
13712,1
21280,1
2324,1
2931,1
11051,1
4033,1
5871,1
2849,1
3355,1
20424,1
5954,1
5919,1
3469,1
7695,1
3653,1
18476,1
4887,1
11053,1
3956,1
3759,1
3721,1
1972,1
2842,1
1407,1
2598,1
6319,1
5928,1
28341,1
5403,1
14146,1
1068,1
1557,1
4957,1
1015,1
6231,1
4224,1
4728,1
7989,1
2913,1
7647,1
5652,1
18849,1
14122,1
11506,1
2806,1
5405,1
4795,1
2839,1
1959,1
2525,1
4266,1
3372,1
2627,1
7398,1
1445,1
7345,1
11973,1
3148,1
7165,1
3233,1
3151,1
3216,1
3111,1
10008,1
2905,1
3905,1
3514,1
2327,1
10755,1
9075,1
14892,1
1520,1
3260,1
3207,1
3976,1
2804,1
4003,1
3647,1
4427,1
5726,1
8164,1
9522,1
7255,1
11621,1
3251,1
26809,1
8596,1
8364,1
4293,1
1616,1
1319,1
3194,1
16223,1
4487,1
22050,1
4459,1
6835,1
1340,1
1336,1
4230,1
18327,1
1578,1
4111,1
3227,1
3505,1
4083,1
11699,1
12517,1
2366,1
1111,1
8893,1
1915,1
5110,1
7549,1
3586,1
2730,1
1540,1
3498,1
2358,1
1441,1
3578,1
4284,1
4058,1
3429,1
2472,1
4365,1
2606,1
1389,1
2030,1
4192,1
1236,1
5336,1
3488,1
4611,1
4312,1
