Noise,Label
2776,0
5474,0
3045,0
3090,0
13228,0
3941,0
2664,0
1230,0
1145,0
6853,0
10281,0
5009,0
4221,0
3018,0
1733,0
2602,0
2720,0
4075,0
6752,0
19111,0
1413,0
2787,0
12419,0
2904,0
4676,0
3857,0
3065,0
10816,0
3422,0
4385,0
2729,0
3588,0
23416,0
7713,0
14394,0
9575,0
2700,0
2896,0
9476,0
6209,0
3234,0
11151,0
2303,0
6539,0
11414,0
2997,0
2637,0
4487,0
6401,0
8810,0
1081,0
18998,0
2117,0
4869,0
3086,0
2198,0
3013,0
4791,0
1000,0
19176,0
26821,0
9448,0
2535,0
8848,0
1406,0
12227,0
2915,0
6057,0
11291,0
2585,0
1988,0
9758,0
3817,0
2031,0
2306,0
22813,0
3361,0
7618,0
3957,0
34374,0
13802,0
3033,0
2583,0
2367,0
2723,0
2491,0
6549,0
6074,0
5105,0
2305,0
3526,0
9385,0
2779,0
4000,0
8897,0
18373,0
2423,0
12519,0
8916,0
7462,0
3420,0
2743,0
4639,0
4642,0
3815,0
5799,0
2748,0
4248,0
17637,0
325,0
2195,0
3028,0
1792,0
3045,0
9623,0
9795,0
2048,0
3822,0
4849,0
1791,0
3055,0
1349,0
1331,0
2730,0
13697,0
4383,0
16797,0
655,0
16084,0
6556,0
4610,0
5367,0
2519,0
4962,0
2340,0
3697,0
9482,0
6408,0
11197,0
8624,0
11031,0
6089,0
2114,0
5912,0
2043,0
2320,0
3096,0
1426,0
5893,0
12637,0
2081,0
2240,0
4011,0
8592,0
5030,0
4670,0
16559,0
6532,0
4900,0
4505,0
1717,0
4718,0
4134,0
776,0
4394,0
24388,0
6602,0
1401,0
5805,0
9299,0
2056,0
2347,0
2052,0
1257,0
2383,0
2675,0
2032,0
3888,0
18501,0
3583,0
4739,0
7844,0
10108,0
8971,0
2129,0
5072,0
9312,0
2887,0
4618,0
3163,0
1401,0
1287,0
3040,0
14368,0
2198,0
402,0
13115,0
4065,0
10684,0
4636,0
8109,0
9231,0
3329,0
10144,0
36375,0
1176,0
5061,0
3751,0
17853,0
3349,0
10274,0
5352,0
1313,0
21542,0
4644,0
3529,0
2938,0
1769,0
2938,0
8528,0
10733,0
9598,0
3211,0
9466,0
3724,0
13723,0
6235,0
14285,0
5921,0
10803,0
2699,0
6458,0
6280,0
5560,0
16192,0
1606,0
3756,0
3333,0
10062,0
2581,0
1032,0
3436,0
7231,0
4605,0
3079,0
3216,0
1127,0
2977,0
2209,0
4086,0
32095,0
16338,0
3775,0
2533,0
4188,0
17576,0
2029,0
3107,0
7368,0
3306,0
7998,0
10717,0
4718,0
4137,0
4123,0
3337,0
1904,0
1353,0
10484,0
4903,0
3462,0
2552,0
7213,0
3233,0
3248,0
2385,0
1833,0
5783,0
4925,0
3082,0
13771,0
4649,0
4890,0
3530,0
3565,0
6409,0
994,0
2113,0
10277,0
2625,0
6566,0
4406,0
21527,0
3294,0
10219,0
4195,0
14065,0
4015,0
3017,0
11706,0
1474,0
1600,0
2196,0
2184,0
2841,0
1811,0
3549,0
5364,0
3924,0
13454,0
1656,0
4766,0
788,0
1108,0
33529,0
1325,0
1083,0
5207,0
9089,0
6065,0
2300,0
3806,0
4337,0
7437,0
7411,0
28163,0
1983,0
4789,0
9662,0
1583,0
17943,0
9208,0
1671,0
4785,0
2864,0
5340,0
3561,0
2478,0
7412,0
1846,0
1346,0
1416,0
8917,0
2570,0
7439,0
1983,0
2330,0
297,0
5410,0
8439,0
10378,0
3313,0
7746,0
17798,0
2890,0
11349,0
41369,0
4499,0
11186,0
3338,0
27536,0
8681,0
3968,0
4100,0
6333,0
19076,0
1371,0
946,0
3142,0
8236,0
2681,0
25540,0
8212,0
23497,0
3589,0
2115,0
6100,0
2453,0
2764,0
3387,0
6668,0
2716,0
1465,0
1890,0
2797,0
1332,0
5341,0
2493,0
1693,0
3603,0
3795,0
3569,0
1908,0
4630,0
1664,0
10000,0
2832,0
15550,0
2170,0
10908,0
5736,0
3704,0
4465,0
5420,0
6981,0
2628,0
14039,0
3491,0
6206,0
2638,0
3704,0
13652,0
2474,0
1909,0
1109,0
7704,0
4871,0
6916,0
1692,0
4121,0
8532,0
3411,0
3502,0
9960,0
4532,0
15013,0
12664,0
5763,0
1671,0
1681,0
10093,0
3260,0
2098,0
17966,0
2875,0
1950,0
19599,0
2249,0
1552,0
1961,0
2198,0
6238,0
2948,0
9975,0
1907,0
8198,0
4493,0
2987,0
2948,0
3091,0
2680,0
7181,0
9938,0
2646,0
21948,0
3997,0
4534,0
13764,0
3617,0
3130,0
9238,0
5108,0
3581,0
3605,0
11642,0
9056,0
13511,0
2310,0
1545,0
9530,0
3419,0
8688,0
5311,0
2790,0
1179,0
3483,0
6608,0
2482,0
18197,0
2932,0
11488,0
4847,0
7773,0
4536,0
4863,0
3551,0
2046,0
1971,0
3608,0
1845,0
2011,0
1601,0
2253,0
2780,0
14003,0
4360,0
3053,0
3545,0
8548,0
1707,0
3451,0
6746,0
3619,0
5299,0
2871,0
2723,0
2538,0
20097,0
2152,0
5794,0
78,0
2617,0
13697,0
21052,0
2264,0
2846,0
10888,0
4065,0
5606,0
2761,0
3343,0
18438,0
5449,0
5890,0
3418,0
7531,0
3584,0
17703,0
4884,0
11255,0
3994,0
3777,0
3721,0
1948,0
2703,0
1322,0
2420,0
6257,0
5856,0
27419,0
5185,0
11965,0
1067,0
1548,0
4959,0
1009,0
6269,0
4162,0
4582,0
7878,0
2856,0
7904,0
5725,0
18844,0
13769,0
11693,0
2816,0
5274,0
4650,0
2749,0
1940,0
2438,0
4148,0
3336,0
2792,0
7459,0
1488,0
8019,0
12067,0
3139,0
7098,0
3210,0
3041,0
3144,0
3066,0
9881,0
2883,0
3888,0
3491,0
2194,0
10630,0
9065,0
15573,0
1556,0
3150,0
3098,0
3873,0
2777,0
4081,0
3654,0
4430,0
5590,0
8107,0
9372,0
7309,0
12399,0
3207,0
27347,0
8546,0
8361,0
4224,0
1600,0
1101,0
3134,0
16324,0
4427,0
21757,0
4293,0
7067,0
1304,0
1286,0
4176,0
18497,0
1545,0
4021,0
3213,0
3488,0
4112,0
11921,0
12999,0
2308,0
1062,0
8925,0
1908,0
5214,0
7517,0
3549,0
2711,0
1530,0
3543,0
2283,0
1354,0
3530,0
4250,0
4080,0
3461,0
2481,0
4361,0
2523,0
1350,0
2059,0
4114,0
1190,0
5221,0
3485,0
4552,0
3892,0
