檔案名稱,影片秒數,眨眼次數,平均眨眼秒數,,平均眨眼次數,平均平均間隔眨眼秒數
091_116.mp4,21.3,16,1.799249506,,,
092_098.mp4,18.4,36,0.614438561,,,
093_121.mp4,12.83333333,1,0,,,
094_111.mp4,22.36,56,0.517952746,,,
095_053.mp4,40.24,6,8.011213398,,,
096_101.mp4,16.8,0,0,,,
097_033.mp4,19.12,41,0.589784878,,,
098_092.mp4,11.96,30,0.50787171,,,
099_295.mp4,24.52,1,0,,,
100_077.mp4,16.92,9,2.193416417,,,
101_096.mp4,38.26666667,51,1.05064002,,,
102_114.mp4,15.56,37,0.497381124,,,
103_082.mp4,23.8,16,1.827756341,,,
104_126.mp4,15.4,34,0.666895512,,,
105_180.mp4,10,9,1.447319537,,,
106_198.mp4,11.86666667,34,0.523562215,,,
107_109.mp4,22.24,11,2.237371492,,,
108_052.mp4,10,10,1.076280965,,,
109_107.mp4,11.92,2,1.836577177,,,
110_043.mp4,18.83333333,19,1.32991412,,,
111_094.mp4,17.32,4,2.513462226,,,
112_892.mp4,13.93333333,7,3.873825034,,,
113_983.mp4,33.64,7,4.44936196,,,
114_102.mp4,50.76,91,0.683822905,,,
115_939.mp4,10.66666667,3,5.353742719,,,
116_091.mp4,10.9,4,2.58333985,,,
117_217.mp4,21.92,55,0.526288015,,,
118_120.mp4,14.08,4,3.229985317,,,
119_123.mp4,17.31034483,12,2.176528497,,,
120_118.mp4,16.2,30,0.637575059,,,
121_093.mp4,23.04166667,2,10.46187806,,,
122_144.mp4,10.65517241,3,2.959424496,,,
123_119.mp4,17.13333333,4,8.011845589,,,
124_085.mp4,12.72,13,1.202587326,,,
125_038.mp4,16.66666667,1,0,,,
126_104.mp4,10.93333333,1,0,,,
127_129.mp4,28.8,62,0.704557423,,,
128_896.mp4,29.4,57,0.648212484,,,
129_127.mp4,11,30,0.608411477,,,
130_139.mp4,26.48,2,15.5803206,,,
131_518.mp4,17,16,1.070040735,,,
132_007.mp4,16.52,31,0.68934896,,,
133_148.mp4,25.56666667,4,11.01385975,,,
134_192.mp4,11.53333333,6,2.135254669,,,
135_880.mp4,13.625,0,0,,,
136_285.mp4,20.36666667,2,0.76131773,,,
137_165.mp4,24.24,60,0.517680629,,,
138_142.mp4,16.4,41,0.515530896,,,
139_130.mp4,15.12,0,0,,,
140_143.mp4,19.4,48,0.528083385,,,
141_161.mp4,16.93333333,3,9.797529101,,,
142_138.mp4,38.48,4,11.38260126,,,
143_140.mp4,16.56,34,0.64802552,,,
144_122.mp4,11.46666667,9,1.930762529,,,
145_299.mp4,31.66666667,0,0,,,
146_256.mp4,41.79166667,6,7.950248003,,,
147_055.mp4,22.23333333,9,3.404811084,,,
148_133.mp4,15.83333333,6,2.011163187,,,
149_152.mp4,14.52,0,0,,,
150_153.mp4,18.24,1,0,,,
151_225.mp4,11.56666667,21,0.891118479,,,
152_149.mp4,12.52,8,1.646328279,,,
153_150.mp4,29.28,72,0.507267039,,,
154_386.mp4,19.8,43,0.645557551,,,
155_576.mp4,33.16,27,1.244693884,,,
156_243.mp4,20.72,23,0.625744419,,,
157_245.mp4,19.44,21,0.710633588,,,
158_379.mp4,14.8,20,0.719627556,,,
159_175.mp4,13,25,0.64218536,,,
160_928.mp4,17.8,3,7.959432244,,,
161_141.mp4,12.3,3,3.604152799,,,
162_330.mp4,22.83333333,6,5.680931711,,,
163_031.mp4,10.13333333,30,0.512336328,,,
164_216.mp4,40.84,16,2.761990833,,,
165_137.mp4,15.48,10,1.200406048,,,
166_167.mp4,30.24,1,0,,,
167_166.mp4,13.64,9,1.85784775,,,
168_222.mp4,40.93333333,0,0,,,
169_227.mp4,21.63333333,39,0.799770318,,,
170_186.mp4,16.8,12,2.893471133,,,
171_173.mp4,18.03333333,22,1.321767273,,,
172_582.mp4,25.06666667,52,0.726233959,,,
173_171.mp4,24.03333333,34,1.079445442,,,
174_964.mp4,13.8,9,1.563780516,,,
175_159.mp4,20.16,49,0.508234799,,,
176_190.mp4,12.53333333,5,3.56223166,,,
177_211.mp4,16.4,4,3.276720921,,,
178_598.mp4,20.84,16,1.70253334,,,
179_212.mp4,42,4,5.688122193,,,
180_105.mp4,18.96666667,24,1.134380631,,,
181_199.mp4,15.93333333,47,0.512717631,,,
182_242.mp4,20.66666667,0,0,,,
183_253.mp4,13,6,2.682133436,,,
184_205.mp4,50.16,0,0,,,
185_276.mp4,35,0,0,,,
186_170.mp4,11.13333333,21,0.963251221,,,
187_234.mp4,32.86666667,65,0.761858087,,,
188_191.mp4,10.33333333,1,0,,,
189_200.mp4,20.48,49,0.521416118,,,
190_176.mp4,11.03333333,2,10.40310025,,,
191_188.mp4,12.4,14,1.71767365,,,
192_134.mp4,9.566666667,0,0,,,
193_030.mp4,12.4,5,5.263086498,,,
194_235.mp4,22.68,25,1.00281173,,,
195_442.mp4,13.32,31,0.551294533,,,
196_310.mp4,17.04,43,0.478336868,,,
197_224.mp4,35.2,4,9.703701735,,,
198_106.mp4,13.06666667,17,1.138125926,,,
199_181.mp4,12.26666667,13,1.019355635,,,
200_189.mp4,28.76,0,0,,,
201_203.mp4,34.52,25,1.602988501,,,
202_348.mp4,12.92,2,0.548722029,,,
203_201.mp4,17.84,2,14.88956118,,,
204_230.mp4,17.16666667,0,0,,,
205_184.mp4,12.28,2,4.764307976,,,
206_221.mp4,28.56,60,0.593109644,,,
207_908.mp4,14.41666667,0,0,,,
208_215.mp4,18.6,4,4.420021852,,,
209_016.mp4,11.23333333,21,0.640014803,,,
210_241.mp4,27.96666667,0,0,,,
211_177.mp4,21.08,53,0.535685466,,,
212_179.mp4,13.83333333,34,0.656696999,,,
213_083.mp4,12.6,7,2.819720825,,,
214_255.mp4,15.4,9,2.339017481,,,
215_208.mp4,23.52,9,3.125383824,,,
216_164.mp4,19.04,4,5.351595958,,,
217_117.mp4,28.08,30,1.257521177,,,
218_239.mp4,14.12,22,0.871800071,,,
219_220.mp4,14,3,5.127024889,,,
220_219.mp4,14.28,6,2.161992884,,,
221_206.mp4,28.72,0,0,,,
222_168.mp4,13.56666667,3,8.098980904,,,
223_586.mp4,5.6,2,0.730942726,,,
224_197.mp4,19.52,11,2.094418669,,,
225_151.mp4,10.13333333,0,0,,,
226_491.mp4,10.93333333,13,1.313220521,,,
227_169.mp4,14.7,18,1.252240153,,,
228_289.mp4,22.24,10,3.150809977,,,
229_247.mp4,15.68,0,0,,,
230_204.mp4,12.4,17,0.834703401,,,
231_663.mp4,22.92,54,0.55972174,,,
232_248.mp4,19.13333333,7,3.683467825,,,
233_995.mp4,22.5,35,0.959222843,,,
234_187.mp4,17.6,6,2.621379328,,,
235_194.mp4,12.48,11,1.396985579,,,
236_237.mp4,26.04,60,0.519936655,,,
237_236.mp4,30.28,11,3.341201568,,,
238_282.mp4,24.88,48,0.650314154,,,
239_218.mp4,23.52,49,0.58638982,,,
240_290.mp4,42.46666667,98,0.666343473,,,
241_210.mp4,9.733333333,29,0.540740771,,,
242_182.mp4,11.03333333,0,0,,,
243_156.mp4,15.48,24,0.694779666,,,
244_822.mp4,22.28,13,2.528056681,,,
245_157.mp4,13.36,16,1.128445403,,,
246_258.mp4,16.53333333,5,4.077188671,,,
247_229.mp4,15.96,1,0,,,
248_232.mp4,16.53333333,5,3.285512805,,,
249_280.mp4,21.06666667,58,0.539916737,,,
250_461.mp4,22.56,0,0,,,
251_375.mp4,13.84,0,0,,,
252_266.mp4,22.88,58,0.502970085,,,
253_183.mp4,16.7,1,0,,,
254_261.mp4,17.08,3,0.52606833,,,
255_214.mp4,15.66666667,23,0.975176844,,,
256_146.mp4,22.75,30,0.847789172,,,
257_420.mp4,30.52,76,0.498562632,,,
258_246.mp4,16.6,29,0.90135903,,,
259_345.mp4,17.76,30,0.749594244,,,
260_331.mp4,12.08,1,0,,,
261_254.mp4,27.08,0,0,,,
262_301.mp4,15.88,2,9.485548258,,,
263_284.mp4,10,6,2.407830572,,,
264_271.mp4,15.16666667,18,1.310305834,,,
265_475.mp4,22.08,9,3.873996794,,,
266_252.mp4,18.6,43,0.540916426,,,
267_286.mp4,10.2,17,0.809708074,,,
268_269.mp4,48.83333333,146,0.496598824,,,
269_268.mp4,12.9,16,0.957986101,,,
270_297.mp4,12.44,32,0.52586154,,,
271_264.mp4,16.33333333,26,0.897136869,,,
272_396.mp4,10.76666667,28,0.607884124,,,
273_807.mp4,10.73333333,3,2.131496429,,,
274_412.mp4,15.8,0,0,,,
275_887.mp4,16.96,0,0,,,
276_185.mp4,13.24,3,4.564280868,,,
277_335.mp4,32.2,55,0.92572014,,,
278_306.mp4,17.96,28,0.740420995,,,
279_298.mp4,30.2,42,0.860682104,,,
280_249.mp4,20.2,24,1.257483327,,,
281_474.mp4,10.3,27,0.54666996,,,
282_238.mp4,23.76,23,1.346926288,,,
283_313.mp4,32.2,28,1.804577845,,,
284_263.mp4,16.1,38,0.78718382,,,
285_136.mp4,12.76666667,33,0.569286279,,,
286_267.mp4,22.26666667,3,3.507702351,,,
287_426.mp4,15.83333333,1,0,,,
288_321.mp4,21.72,1,0,,,
289_228.mp4,23.88,6,5.236773252,,,
290_240.mp4,14.06666667,9,2.520197779,,,
291_874.mp4,11,10,1.69722369,,,
292_294.mp4,14.16666667,4,4.776432037,,,
293_296.mp4,30.32,29,1.247139999,,,
294_292.mp4,20.13333333,3,6.131508112,,,
295_099.mp4,16.44,10,1.425270451,,,
296_293.mp4,13.44,4,1.292051395,,,
297_270.mp4,15.6,0,0,,,
298_279.mp4,18.96666667,6,4.310098982,,,
299_145.mp4,20.93333333,1,0,,,
300_304.mp4,23.92,21,1.345400262,,,
301_262.mp4,30.52,63,0.605457817,,,
302_323.mp4,35,0,0,,,
303_309.mp4,22.84,55,0.539528825,,,
304_300.mp4,24.4,1,0,,,
305_513.mp4,33.72,76,0.600264184,,,
306_278.mp4,29.12,33,0.95640415,,,
307_365.mp4,15.12,34,0.567656076,,,
308_388.mp4,16.73333333,0,0,,,
309_303.mp4,34,6,5.735368347,,,
310_196.mp4,15,3,5.464551926,,,
311_387.mp4,12.26666667,37,0.485802703,,,
312_021.mp4,14.26666667,33,0.62118911,,,
313_283.mp4,16.03333333,20,1.228293482,,,
314_347.mp4,13.76666667,0,0,,,
315_322.mp4,10.13333333,0,0,,,
316_369.mp4,18.86666667,10,3.179251459,,,
317_359.mp4,22.73333333,11,3.304045272,,,
318_334.mp4,19,0,0,,,
319_352.mp4,28.68,6,5.830411243,,,
320_328.mp4,16.8,48,0.573895713,,,
321_288.mp4,22.68,8,2.608716215,,,
322_315.mp4,10.43333333,3,3.906148434,,,
323_302.mp4,18.24,45,0.526894261,,,
324_356.mp4,49.96,112,0.567531519,,,
325_492.mp4,47.36666667,143,0.525183041,,,
326_501.mp4,36.56,56,0.8472564,,,
327_329.mp4,16.5,39,0.651878671,,,
328_320.mp4,10.63333333,0,0,,,
329_327.mp4,13.83333333,0,0,,,
330_162.mp4,13.56666667,18,1.16801102,,,
331_260.mp4,18.76,39,0.650472691,,,
332_051.mp4,27.8,23,1.482127417,,,
333_377.mp4,14.3,43,0.476039211,,,
334_318.mp4,53.56,37,1.799133844,,,
335_277.mp4,12.8,38,0.516793038,,,
336_338.mp4,20.28,14,1.864431124,,,
337_522.mp4,13.24,26,0.69101656,,,
338_336.mp4,35.56,7,5.490297715,,,
339_392.mp4,15.23333333,15,1.602678384,,,
340_341.mp4,9.766666667,5,3.948291302,,,
341_340.mp4,27.56666667,8,4.992728438,,,
342_416.mp4,12.08,22,0.744911796,,,
343_363.mp4,11.96,23,0.667151354,,,
344_020.mp4,25.24,50,0.624479518,,,
345_259.mp4,16.92,43,0.477584481,,,
346_351.mp4,20.5,7,3.897075454,,,
347_314.mp4,15.26666667,46,0.507451979,,,
348_202.mp4,16.56,13,1.121351759,,,
349_350.mp4,18.84,12,1.934633168,,,
350_349.mp4,16.2,4,3.648290714,,,
351_346.mp4,22.8,68,0.500532004,,,
352_319.mp4,16.84,41,0.500072402,,,
353_383.mp4,11.93333333,10,1.592287117,,,
354_362.mp4,15.33333333,14,1.614820279,,,
355_748.mp4,16.63333333,4,5.538693349,,,
356_324.mp4,22.32,0,0,,,
357_432.mp4,11.53333333,0,0,,,
358_380.mp4,17.8,0,0,,,
359_317.mp4,15.2,32,0.691550624,,,
360_437.mp4,15.4,28,0.699772093,,,
361_448.mp4,15.16666667,0,0,,,
362_354.mp4,15.16666667,8,2.463489669,,,
363_343.mp4,18.92,45,0.536175218,,,
364_440.mp4,25.92,47,0.712199564,,,
365_307.mp4,14.76,36,0.502771044,,,
366_473.mp4,16.16,11,1.932790756,,,
367_371.mp4,25.96,18,1.760209841,,,
368_378.mp4,25.36666667,37,1.019804279,,,
369_316.mp4,10.66666667,0,0,,,
370_483.mp4,13.2,7,3.345510681,,,
371_367.mp4,28.72,0,0,,,
372_413.mp4,19.44,0,0,,,
373_394.mp4,24.08,12,2.44525127,,,
374_407.mp4,23.44,5,7.389237463,,,
375_251.mp4,14.12,13,1.419035256,,,
376_381.mp4,20.6,0,0,,,
377_333.mp4,13.26666667,35,0.570799947,,,
378_368.mp4,25.36666667,35,1.128746881,,,
379_158.mp4,11.36666667,23,0.751388127,,,
380_358.mp4,15.16666667,0,0,,,
381_376.mp4,23.12,29,0.975982751,,,
382_409.mp4,12.52,8,2.19915809,,,
383_353.mp4,15.5,7,4.31279552,,,
384_932.mp4,18.48,0,0,,,
385_414.mp4,11.63333333,25,0.734304031,,,
386_154.mp4,14.96666667,18,1.677903288,,,
387_311.mp4,17.6,4,6.242987156,,,
388_308.mp4,21.2,17,1.434890836,,,
389_480.mp4,12.56,14,1.401897174,,,
390_709.mp4,33.70833333,8,5.380534717,,,
391_406.mp4,21.88,7,3.650963902,,,
392_339.mp4,49.86666667,92,0.847218773,,,
393_405.mp4,23.16,28,1.006538453,,,
394_373.mp4,16.8,39,0.561524184,,,
395_401.mp4,14.93333333,45,0.534049852,,,
396_272.mp4,17.5,20,1.464083032,,,
397_602.mp4,11.83333333,9,2.581266671,,,
398_457.mp4,23.28,6,3.183947325,,,
399_488.mp4,28.73333333,73,0.597691509,,,
400_476.mp4,14.28,16,1.173370377,,,
401_395.mp4,16.4,38,0.647350137,,,
402_453.mp4,14.1,10,2.923750268,,,
403_497.mp4,23.56666667,45,0.792538383,,,
404_429.mp4,31.92,77,0.54029887,,,
405_393.mp4,21.24,0,0,,,
406_391.mp4,20.48,3,11.57643199,,,
407_374.mp4,20.16,49,0.51454326,,,
408_424.mp4,12.24,31,0.495258443,,,
409_382.mp4,14.44,23,0.841588443,,,
410_411.mp4,15.3,14,1.962004148,,,
411_410.mp4,17.63333333,29,1.141674621,,,
412_274.mp4,19.06666667,20,1.325043339,,,
413_372.mp4,15.16,12,1.4858719,,,
414_385.mp4,19.56666667,12,2.994592688,,,
415_484.mp4,18.76666667,47,0.58255689,,,
416_342.mp4,12.52,31,0.525412544,,,
417_496.mp4,28.7,4,8.867070516,,,
418_507.mp4,13.29166667,11,1.593917942,,,
419_824.mp4,8.116666667,12,1.910842115,,,
420_257.mp4,45.04,50,1.076428915,,,
421_423.mp4,41.52,97,0.538531457,,,
422_695.mp4,10.53333333,4,0.748280207,,,
423_421.mp4,72.56,7,9.456425905,,,
424_408.mp4,12.44,1,0,,,
425_485.mp4,11.2,33,0.505851723,,,
426_287.mp4,11.16666667,3,10.02987373,,,
427_637.mp4,7.8,0,0,,,
428_466.mp4,18,10,2.43236147,,,
429_404.mp4,18.28,22,0.9509131,,,
430_459.mp4,11.9,7,3.49271524,,,
431_447.mp4,20.53333333,62,0.490832337,,,
432_357.mp4,12,28,0.654257889,,,
433_498.mp4,21.28,38,0.72999391,,,
434_438.mp4,11.23333333,8,2.091336591,,,
435_456.mp4,19.04,46,0.510134617,,,
436_526.mp4,17.26666667,46,0.545488575,,,
437_360.mp4,23.72,22,1.392769723,,,
438_434.mp4,18.06666667,1,0,,,
439_441.mp4,15.4,13,1.788095911,,,
440_364.mp4,16.76,42,0.505585002,,,
441_439.mp4,10.16666667,0,0,,,
442_195.mp4,14.2,0,0,,,
443_514.mp4,45.84,109,0.517256262,,,
444_655.mp4,14.56666667,32,0.692608526,,,
445_494.mp4,42.12,85,0.629860867,,,
446_667.mp4,16.92,4,0.62190191,,,
447_431.mp4,10.86666667,5,1.722752392,,,
448_361.mp4,17.6,50,0.531728419,,,
449_451.mp4,10.2,31,0.533797948,,,
450_533.mp4,25.8,37,1.351451344,,,
451_449.mp4,12.76666667,9,1.454436153,,,
452_550.mp4,20.2,17,1.436615616,,,
453_402.mp4,21.5,15,2.044200744,,,
454_527.mp4,12.8,18,0.969457444,,,
455_471.mp4,14.8,0,0,,,
456_435.mp4,24.32,0,0,,,
457_398.mp4,21.12,27,0.937240747,,,
458_722.mp4,14.625,8,2.025812966,,,
459_430.mp4,17.53333333,18,1.534382498,,,
460_678.mp4,21.33333333,18,1.473553686,,,
461_250.mp4,24.48,8,2.482007674,,,
462_467.mp4,19.5,25,1.138499151,,,
463_464.mp4,12.6,26,0.590665846,,,
464_463.mp4,16.16,40,0.49388968,,,
465_482.mp4,10.96666667,15,1.034652148,,,
466_428.mp4,11.13333333,4,3.393288851,,,
467_462.mp4,14.1,37,0.558202704,,,
468_470.mp4,23.88,1,0,,,
469_481.mp4,13.8,6,2.142877674,,,
470_468.mp4,36.2,60,0.777612023,,,
471_455.mp4,21.6,54,0.505767953,,,
472_511.mp4,19.16,10,2.326004002,,,
473_366.mp4,22.96,1,0,,,
474_281.mp4,9.866666667,14,1.155240114,,,
475_265.mp4,13.48,8,2.045158795,,,
476_400.mp4,12.4,5,1.354704142,,,
477_487.mp4,12.16666667,8,1.910844905,,,
478_506.mp4,24.96666667,59,0.631347812,,,
479_706.mp4,16.26666667,0,0,,,
480_389.mp4,19.4,0,0,,,
481_469.mp4,13.8,36,0.574139575,,,
482_465.mp4,11.8,4,2.65825057,,,
483_370.mp4,12.5,0,0,,,
484_415.mp4,10.63333333,29,0.507141267,,,
485_425.mp4,26.76666667,6,3.956572819,,,
486_680.mp4,22.56,1,0,,,
487_477.mp4,10.63333333,9,1.5971919,,,
488_399.mp4,17.26666667,11,1.854176807,,,
489_022.mp4,18.86666667,1,0,,,
490_534.mp4,25.4,62,0.647513866,,,
491_226.mp4,14.23333333,1,0,,,
492_325.mp4,11.56666667,32,0.550205915,,,
493_538.mp4,15.8,15,1.302474039,,,
494_445.mp4,32.08,78,0.521525188,,,
495_512.mp4,22.92,12,1.992359942,,,
496_417.mp4,49.86666667,5,6.984220386,,,
497_403.mp4,20.7,63,0.530427575,,,
498_433.mp4,12.68,12,1.430395972,,,
499_539.mp4,17.13333333,49,0.530488238,,,
500_592.mp4,9.733333333,29,0.628611462,,,
501_326.mp4,20.88,44,0.62162162,,,
502_504.mp4,10.56666667,13,1.30303661,,,
503_756.mp4,22.46666667,4,4.229114532,,,
504_502.mp4,10.56666667,28,0.577815771,,,
505_600.mp4,18.1,2,2.248676538,,,
506_478.mp4,22.26666667,2,14.93986225,,,
507_418.mp4,19.54166667,0,0,,,
508_831.mp4,20.1,2,3.821166515,,,
509_525.mp4,18.76666667,45,0.621575215,,,
510_528.mp4,13.6,34,0.488716992,,,
511_472.mp4,32.36,1,0,,,
512_495.mp4,30,64,0.567758984,,,
513_305.mp4,19.76,42,0.599110557,,,
514_443.mp4,14.44,16,1.056122907,,,
515_519.mp4,30.64,76,0.511808955,,,
516_555.mp4,11.8,6,3.475343513,,,
517_521.mp4,12.43333333,0,0,,,
518_131.mp4,19.66666667,0,0,,,
519_515.mp4,30.04,26,1.483955183,,,
520_542.mp4,14,8,2.368126426,,,
521_517.mp4,10.13333333,26,0.55729475,,,
522_337.mp4,28.52,70,0.500043409,,,
523_541.mp4,15,32,0.648421695,,,
524_580.mp4,17.56666667,0,0,,,
525_509.mp4,17.23333333,26,1.049454374,,,
526_436.mp4,27.93333333,0,0,,,
527_454.mp4,11.4,1,0,,,
528_510.mp4,15.08,22,0.806263424,,,
529_633.mp4,11.16666667,5,3.356636882,,,
530_594.mp4,28.64,1,0,,,
531_549.mp4,12.76,7,2.595312556,,,
532_544.mp4,13.03333333,2,9.024663448,,,
533_450.mp4,18.6,12,3.087024949,,,
534_490.mp4,15.36,20,1.034655069,,,
535_587.mp4,22.23333333,3,10.26807082,,,
536_540.mp4,24.12,6,4.806778669,,,
537_563.mp4,12.83333333,29,0.661983703,,,
538_493.mp4,23.84,28,1.125548513,,,
539_499.mp4,10.43333333,2,1.73275876,,,
540_536.mp4,38.28,1,0,,,
541_523.mp4,15.6,0,0,,,
542_520.mp4,12.8,7,2.376802047,,,
543_559.mp4,28.72,46,0.785529804,,,
544_532.mp4,11.83333333,12,1.459688252,,,
545_553.mp4,14.53333333,31,0.685709842,,,
546_621.mp4,23.8,14,2.733369277,,,
547_574.mp4,19.84,0,0,,,
548_632.mp4,22.92,8,2.849329506,,,
549_531.mp4,24.96,53,0.587244217,,,
550_452.mp4,14.8,2,16.43266344,,,
551_631.mp4,29.08,21,1.587472332,,,
552_851.mp4,12.625,15,1.128414069,,,
553_545.mp4,12.13333333,0,0,,,
554_572.mp4,27.6,29,1.506543338,,,
555_516.mp4,19.06666667,50,0.709268273,,,
556_588.mp4,14.88,12,1.024093996,,,
557_560.mp4,16.96666667,16,1.598738988,,,
558_583.mp4,17.83333333,7,1.998248299,,,
559_543.mp4,13.36,33,0.486194268,,,
560_557.mp4,11.63333333,24,0.679316002,,,
561_998.mp4,13.86666667,8,3.419356755,,,
562_626.mp4,15.56666667,10,1.826164749,,,
563_537.mp4,13,28,0.673072179,,,
564_971.mp4,21.6,7,3.695172747,,,
565_589.mp4,17.2,0,0,,,
566_617.mp4,28.92,1,0,,,
567_606.mp4,13.6,1,0,,,
568_628.mp4,22.8,4,4.491925875,,,
569_921.mp4,11.16666667,16,1.305063534,,,
570_624.mp4,17.2,1,0,,,
571_746.mp4,19.2,0,0,,,
572_554.mp4,11.56666667,21,0.811904168,,,
573_757.mp4,20.43333333,23,1.266290394,,,
574_547.mp4,20.28,5,1.076549649,,,
575_603.mp4,22.28,13,2.183104217,,,
576_155.mp4,18.44,12,1.645911433,,,
577_593.mp4,11.46666667,0,0,,,
578_636.mp4,18.8,33,0.846998058,,,
579_701.mp4,15.86666667,26,1.188382111,,,
580_524.mp4,9.733333333,16,0.815510972,,,
581_697.mp4,12.73333333,14,1.5456441,,,
582_172.mp4,14.36666667,22,0.891521397,,,
583_558.mp4,15.83333333,0,0,,,
584_823.mp4,19.79166667,6,4.468468046,,,
585_599.mp4,11.96666667,8,2.049338477,,,
586_223.mp4,6.316666667,0,0,,,
587_535.mp4,20.86666667,2,10.0819869,,,
588_556.mp4,21.76,1,0,,,
589_565.mp4,27.44,69,0.474794069,,,
590_034.mp4,20,44,0.858004537,,,
591_605.mp4,21.64,19,1.485171914,,,
592_500.mp4,12.76666667,0,0,,,
593_577.mp4,17.83333333,44,0.7966072,,,
594_530.mp4,11.76,3,1.979349852,,,
595_597.mp4,18.83333333,17,1.733940721,,,
596_609.mp4,22.28,55,0.481930627,,,
597_595.mp4,9.9,6,2.516983271,,,
598_178.mp4,27.44,4,7.514555613,,,
599_585.mp4,13.26666667,39,0.508090465,,,
600_505.mp4,12.93333333,19,1.064987832,,,
601_653.mp4,12.13333333,36,0.537490416,,,
602_397.mp4,22.23333333,24,1.646682874,,,
603_575.mp4,11.84,10,1.496163925,,,
604_703.mp4,27.5,28,1.495192899,,,
605_591.mp4,26.56,31,0.939724072,,,
606_567.mp4,15.48,30,0.598126091,,,
