Video_ID,Video_Time,Blink_count,Ave_count,1st(5 sec),2st(5 sec),3st(5 sec),Avg Time varibale(5 sec),,母體1-3(5 sec) 標準差,,
156_243.mp4,15.48,5,0.696750164,0,0,0,0,,,,
157_245.mp4,13.36,6,2.592199612,3,2,0,2.5,,,,
158_379.mp4,11.36666667,9,1.738375425,4,4,0,4,,,,
159_175.mp4,13,32,0.463162261,13,12,0,12.5,,,,
160_928.mp4,12.53333333,1,0,1,0,0,0.5,,,,
161_141.mp4,12.3,0,0,0,0,0,0,,,,
162_330.mp4,13.56666667,11,1.296100044,7,4,0,5.5,,,,
163_031.mp4,10.13333333,17,0.842124999,9,8,0,8.5,,,,
164_216.mp4,19.04,6,1.872799587,2,4,0,2,,,,
165_137.mp4,15.48,21,0.560149729,4,8,9,7,,,,
166_167.mp4,13.64,1,0,1,0,0,0.5,,,,
167_166.mp4,13.64,0,0,0,0,0,0,,,,
168_222.mp4,13.56666667,1,0,0,1,0,0.5,,,,
169_227.mp4,14.7,6,3.537399387,2,3,0,2.5,,,,
170_186.mp4,11.13333333,7,3.126166821,2,3,0,2.5,,,,
171_173.mp4,18.03333333,12,2.193548137,3,2,4,3,,,,
172_582.mp4,14.36666667,42,0.471829246,15,14,0,14.5,,,,
173_171.mp4,18.03333333,21,1.053649759,5,4,9,6,,,,
174_964.mp4,13.8,0,0,0,0,0,0,,,,
175_159.mp4,13,22,0.679142804,11,7,0,9,,,,
176_190.mp4,11.03333333,1,0,0,0,0,0,,,,
177_211.mp4,16.4,18,0.966470494,6,3,8,5.666666667,,,,
178_598.mp4,20.84,11,2.25810008,2,3,0,2.5,,,,
179_212.mp4,13.83333333,42,0.454097556,15,15,0,15,,,,
180_105.mp4,10,7,2.235500932,2,5,0,3.5,,,,
181_199.mp4,12.26666667,13,1.166249871,7,5,0,6,,,,
182_242.mp4,11.03333333,1,0,1,0,0,0.5,,,,
183_253.mp4,13,7,0.617666682,7,0,0,3.5,,,,
184_205.mp4,12.28,2,3.96899581,0,2,0,1,,,,
185_276.mp4,13.24,4,3.499998808,1,2,0,1.5,,,,
186_170.mp4,11.13333333,16,1.218800052,8,7,0,7.5,,,,
187_234.mp4,17.6,35,0.683381494,10,8,11,9.666666667,,,,
188_191.mp4,10.33333333,6,2.423000526,3,3,0,3,,,,
189_200.mp4,20.48,16,1.469733413,4,4,3,4,,,,
190_176.mp4,11.03333333,15,1.248071296,7,7,0,7,,,,
191_188.mp4,10.33333333,2,6.504000664,1,1,0,1,,,,
192_134.mp4,9.566666667,9,1.642624944,5,0,0,5,,,,
193_030.mp4,9.9,7,2.342333078,4,0,0,4,,,,
194_235.mp4,12.48,9,1.698625058,4,3,0,3.5,,,,
195_442.mp4,13.32,9,1.421374887,5,1,0,3,,,,
196_310.mp4,15,26,0.630120068,10,8,8,8.666666667,,,,
197_224.mp4,19.52,9,2.469500333,3,4,0,2.333333333,,,,
198_106.mp4,11.86666667,34,0.467666662,13,15,0,14,,,,
199_181.mp4,12.26666667,6,3.082399893,2,2,0,2,,,,
200_189.mp4,20.48,19,1.273389008,5,4,4,4.5,,,,
201_203.mp4,17.84,6,3.033605242,2,2,2,2,,,,
202_348.mp4,12.92,2,1.487002134,0,1,0,0.5,,,,
203_201.mp4,17.84,15,1.395214302,4,5,4,4.333333333,,,,
204_230.mp4,12.4,6,2.298599672,2,4,0,3,,,,
205_184.mp4,12.28,0,0,0,0,0,0,,,,
206_221.mp4,28.56,0,0,0,0,0,0,,,,
207_908.mp4,14.41666667,3,2.588500619,0,2,0,1,,,,
208_215.mp4,18.6,5,2.227000713,3,2,0,1.666666667,,,,
209_016.mp4,11.23333333,32,0.46999999,15,15,0,15,,,,
210_241.mp4,9.733333333,23,0.568545515,11,0,0,11,,,,
211_177.mp4,16.4,37,0.512861152,12,11,11,11.33333333,,,,
212_179.mp4,13.83333333,6,2.001199627,5,1,0,3,,,,
213_083.mp4,12.6,6,2.918399954,5,0,0,2.5,,,,
214_255.mp4,15.4,19,1.120666769,8,2,9,6.333333333,,,,
215_208.mp4,18.6,8,1.731424161,3,3,2,2.666666667,,,,
216_164.mp4,19.04,10,1.920111497,3,3,3,3,,,,
217_117.mp4,21.92,35,0.928323535,5,7,10,7.5,,,,
218_239.mp4,14.12,21,0.762600076,6,8,0,7,,,,
219_220.mp4,14,6,1.79219985,3,3,0,3,,,,
220_219.mp4,14,0,0,0,0,0,0,,,,
221_206.mp4,28.56,0,0,0,0,0,0,,,,
222_168.mp4,13.56666667,1,0,1,0,0,0.5,,,,
223_586.mp4,5.6,7,2.099833647,7,0,0,7,,,,
224_197.mp4,19.52,4,7.256333987,1,1,1,1,,,,
225_151.mp4,10.13333333,0,0,0,0,0,0,,,,
226_491.mp4,10.93333333,14,1.134153678,7,5,0,6,,,,
227_169.mp4,14.7,23,0.858498627,11,5,0,8,,,,
228_289.mp4,22.24,2,13.24403381,1,0,1,0.5,,,,
229_247.mp4,15.68,0,0,0,0,0,0,,,,
230_204.mp4,12.4,1,0,1,0,0,0.5,,,,
231_663.mp4,12.64,7,1.927333792,4,2,0,3,,,,
232_248.mp4,16.53333333,8,2.307857003,1,2,4,2.333333333,,,,
233_995.mp4,18.26666667,19,1.31777766,8,4,4,5.333333333,,,,
234_187.mp4,17.6,4,4.035336653,1,2,1,1.333333333,,,,
235_194.mp4,12.48,11,1.204800105,5,4,0,4.5,,,,
236_237.mp4,26.04,24,0.982217405,6,4,5,4.8,,,,
237_236.mp4,26.04,21,1.381399953,8,4,3,4.25,,,,
238_282.mp4,23.76,9,3.032000214,3,2,1,1.75,,,,
239_218.mp4,14.12,10,1.654333433,5,4,0,4.5,,,,
240_290.mp4,14.06666667,21,0.935950041,9,5,0,7,,,,
241_210.mp4,9.733333333,6,1.676400185,4,0,0,4,,,,
242_182.mp4,11.03333333,0,0,0,0,0,0,,,,
243_156.mp4,15.48,23,0.653772777,11,8,0,9.5,,,,
244_822.mp4,11.88,4,3.757666985,2,1,0,1.5,,,,
245_157.mp4,13.36,4,3.135333935,1,1,0,1,,,,
246_258.mp4,16.53333333,1,0,1,0,0,0.333333333,,,,
247_229.mp4,15.68,6,3.328800535,1,2,3,2,,,,
248_232.mp4,16.53333333,8,2.946285588,2,2,4,2.666666667,,,,
249_280.mp4,20.2,26,1.082680016,4,5,8,6.25,,,,
250_461.mp4,22.56,18,1.315764624,6,3,4,4.25,,,,
251_375.mp4,13.84,7,2.810166121,2,3,0,2.5,,,,
252_266.mp4,18.6,46,0.46106667,13,12,12,12.33333333,,,,
253_183.mp4,13,11,1.678402948,4,4,0,4,,,,
254_261.mp4,17.08,5,2.597999752,0,3,0,1,,,,
255_214.mp4,15.4,11,1.806599975,5,3,3,3.666666667,,,,
256_146.mp4,22.75,4,6.944664955,1,0,1,0.5,,,,
257_420.mp4,30.52,21,1.714201605,4,2,3,3.166666667,,,,
258_246.mp4,16.53333333,6,4.415999985,3,1,0,1.333333333,,,,
259_345.mp4,16.92,25,0.77791669,7,9,5,7,,,,
260_331.mp4,12.08,10,1.44466771,3,6,0,4.5,,,,
261_254.mp4,17.08,2,2.652968884,0,2,0,0.666666667,,,,
262_301.mp4,15.88,5,4.061750174,2,1,1,1.333333333,,,,
263_284.mp4,10,20,0.702684076,6,14,0,10,,,,
264_271.mp4,15.16666667,23,0.904090936,11,8,4,7.666666667,,,,
265_475.mp4,13.48,5,3.617500126,3,1,0,2,,,,
266_252.mp4,18.6,38,0.554324369,13,9,10,10.66666667,,,,
267_286.mp4,10.2,24,0.51899997,14,10,0,12,,,,
268_269.mp4,12.9,16,1.136999671,4,7,0,5.5,,,,
269_268.mp4,12.9,13,1.046583394,10,3,0,6.5,,,,
270_297.mp4,12.44,28,0.514407361,11,11,0,11,,,,
271_264.mp4,15.16666667,2,8.011006594,1,1,0,0.666666667,,,,
272_396.mp4,10.76666667,23,0.628636371,10,11,0,10.5,,,,
273_807.mp4,10.73333333,3,1.160501122,3,0,0,1.5,,,,
274_412.mp4,15.8,0,0,0,0,0,0,,,,
275_887.mp4,13.56,0,0,0,0,0,0,,,,
276_185.mp4,13.24,12,1.121000377,3,5,0,4,,,,
277_335.mp4,12.8,39,0.464420268,15,15,0,15,,,,
278_306.mp4,17.96,11,1.867600226,4,3,3,3.333333333,,,,
279_298.mp4,18.96666667,2,0.450995684,0,2,0,0.666666667,,,,
280_249.mp4,20.2,12,2.466818029,2,2,4,2.75,,,,
281_474.mp4,9.866666667,19,0.62422204,11,0,0,11,,,,
282_238.mp4,23.76,13,2.121333321,4,2,3,2.75,,,,
283_313.mp4,16.03333333,19,1.134944479,8,4,6,6,,,,
284_263.mp4,10,8,1.831428494,4,4,0,4,,,,
285_136.mp4,12.76666667,8,2.201000043,4,2,0,3,,,,
286_267.mp4,10.2,16,0.896933206,5,11,0,8,,,,
287_426.mp4,11.16666667,7,1.510258238,4,3,0,3.5,,,,
288_321.mp4,21.72,5,6.039075255,2,0,0,0.75,,,,
289_228.mp4,22.24,26,0.99702487,6,6,4,5,,,,
290_240.mp4,14.06666667,9,2.21660018,2,3,0,2.5,,,,
291_874.mp4,11,11,1.564265442,5,4,0,4.5,,,,
292_294.mp4,14.16666667,2,6.888017654,0,1,0,0.5,,,,
293_296.mp4,13.44,14,0.834573416,3,6,0,4.5,,,,
294_292.mp4,14.16666667,10,1.828157345,4,4,0,4,,,,
295_099.mp4,16.44,3,3.690114737,0,0,3,1,,,,
296_293.mp4,13.44,1,0,0,0,0,0,,,,
297_270.mp4,12.44,8,1.870436771,3,2,0,2.5,,,,
298_279.mp4,18.96666667,16,1.605509694,3,5,4,4,,,,
299_145.mp4,20.93333333,0,0,0,0,0,0,,,,
300_304.mp4,23.92,16,1.578283278,4,3,5,3.75,,,,
301_262.mp4,15.88,10,1.76071763,4,2,3,3,,,,
302_323.mp4,18.24,0,0,0,0,0,0,,,,
303_309.mp4,22.84,22,1.164051658,8,6,3,5.25,,,,
304_300.mp4,23.92,10,2.545708391,1,0,2,1.75,,,,
305_513.mp4,19.76,50,0.453931191,13,12,13,12.66666667,,,,
306_278.mp4,17.96,17,1.071918085,5,5,5,5,,,,
307_365.mp4,14.76,5,3.251419663,3,0,0,1.5,,,,
308_388.mp4,16.73333333,34,0.659652356,9,10,13,10.66666667,,,,
309_303.mp4,22.84,4,6.092290958,1,0,1,0.75,,,,
310_196.mp4,15,36,0.48293188,13,11,12,12,,,,
311_387.mp4,12.26666667,30,0.570528252,13,10,0,11.5,,,,
312_021.mp4,14.26666667,7,2.970670501,2,3,0,2.5,,,,
313_283.mp4,16.03333333,11,1.768601084,4,3,3,3.333333333,,,,
314_347.mp4,13.76666667,31,0.581727457,10,13,0,11.5,,,,
315_322.mp4,10.13333333,0,0,0,0,0,0,,,,
316_369.mp4,10.66666667,2,2.205100775,2,0,0,1,,,,
317_359.mp4,15.2,10,2.135446601,4,2,4,3.333333333,,,,
318_334.mp4,19,0,0,0,0,0,0,,,,
319_352.mp4,16.84,10,1.870235417,2,4,3,3,,,,
320_328.mp4,10.63333333,10,1.528159936,4,5,0,4.5,,,,
321_288.mp4,21.72,2,9.226489305,0,1,1,0.5,,,,
322_315.mp4,10.13333333,2,0.447969437,2,0,0,1,,,,
323_302.mp4,18.24,10,2.039886104,5,2,2,3,,,,
324_356.mp4,22.32,4,6.915769815,2,1,0,1,,,,
325_492.mp4,11.56666667,26,0.591810503,12,12,0,12,,,,
326_501.mp4,20.88,28,0.840064985,8,9,8,6.75,,,,
327_329.mp4,13.83333333,0,0,0,0,0,0,,,,
328_320.mp4,10.63333333,13,1.071861565,5,8,0,6.5,,,,
329_327.mp4,13.83333333,9,2.267122239,3,2,0,2.5,,,,
330_162.mp4,13.56666667,2,2.670233488,2,0,0,1,,,,
331_260.mp4,12.08,7,1.152968089,1,4,0,2.5,,,,
332_051.mp4,27.8,51,0.606321621,10,7,10,9,,,,
333_377.mp4,13.26666667,40,0.452242808,15,15,0,15,,,,
334_318.mp4,19,0,0,0,0,0,0,,,,
335_277.mp4,12.8,23,0.768180977,8,8,0,8,,,,
336_338.mp4,20.28,9,2.283431232,3,1,3,2.25,,,,
337_522.mp4,13.24,14,1.080700618,4,6,0,5,,,,
338_336.mp4,20.28,14,1.728136888,7,1,1,3.5,,,,
339_392.mp4,15.23333333,20,1.059798253,9,3,7,6.333333333,,,,
340_341.mp4,9.766666667,3,7.701566339,2,0,0,2,,,,
341_340.mp4,9.766666667,6,2.093651056,3,0,0,3,,,,
342_416.mp4,12.08,8,1.920307602,6,0,0,3,,,,
343_363.mp4,11.96,1,0,0,1,0,0.5,,,,
344_020.mp4,15.6,32,0.545958134,8,11,12,10.33333333,,,,
345_259.mp4,16.92,8,1.692998341,4,3,1,2.666666667,,,,
346_351.mp4,20.5,0,0,0,0,0,0,,,,
347_314.mp4,13.76666667,7,1.847969373,1,1,0,1,,,,
348_202.mp4,12.92,0,0,0,0,0,0,,,,
349_350.mp4,16.2,10,1.728611363,2,6,2,3.333333333,,,,
350_349.mp4,16.2,1,0,0,1,0,0.333333333,,,,
351_346.mp4,20.5,52,0.540787117,11,15,10,12.5,,,,
352_319.mp4,16.84,18,1.051223096,6,5,5,5.333333333,,,,
353_383.mp4,11.93333333,9,1.505932808,3,4,0,3.5,,,,
354_362.mp4,15.16666667,10,2.106010119,4,2,4,3.333333333,,,,
355_748.mp4,10.6,4,5.940105518,2,1,0,1.5,,,,
356_324.mp4,22.32,50,0.498764909,12,11,11,11.5,,,,
357_432.mp4,11.53333333,20,0.775651606,14,4,0,9,,,,
358_380.mp4,15.16666667,0,0,0,0,0,0,,,,
359_317.mp4,15.2,3,8.709129333,1,0,2,1,,,,
360_437.mp4,15.4,26,0.696824484,8,9,8,8.333333333,,,,
361_448.mp4,15.16666667,21,0.965959561,6,7,8,7,,,,
362_354.mp4,15.16666667,6,2.92561655,2,3,1,2,,,,
363_343.mp4,11.96,30,0.44999098,13,12,0,12.5,,,,
364_440.mp4,16.76,42,0.457074439,13,12,12,12.33333333,,,,
365_307.mp4,14.76,37,0.450111753,13,12,0,12.5,,,,
366_473.mp4,16.16,0,0,0,0,0,0,,,,
367_371.mp4,25.96,0,0,0,0,0,0,,,,
368_378.mp4,25.36666667,48,0.720901129,15,11,9,9.4,,,,
369_316.mp4,10.66666667,2,0.67611742,0,2,0,1,,,,
370_483.mp4,12.5,4,5.909219027,2,2,0,2,,,,
371_367.mp4,25.96,6,5.54542017,1,1,1,1.2,,,,
372_413.mp4,15.16,0,0,0,0,0,0,,,,
373_394.mp4,16.8,24,0.79109478,6,8,7,7,,,,
374_407.mp4,20.16,11,2.162843204,2,3,2,2.75,,,,
375_251.mp4,13.84,3,2.430824518,0,1,0,0.5,,,,
376_381.mp4,20.6,6,2.43629241,3,1,0,2,,,,
377_333.mp4,13.26666667,10,1.670571433,5,3,0,4,,,,
378_368.mp4,25.36666667,1,0,0,0,0,0.2,,,,
379_158.mp4,11.36666667,15,1.018222604,7,6,0,6.5,,,,
380_358.mp4,15.16666667,0,0,0,0,0,0,,,,
381_376.mp4,20.6,3,6.33300817,2,0,1,0.75,,,,
382_409.mp4,12.52,5,3.44290787,2,1,0,1.5,,,,
383_353.mp4,11.93333333,7,3.085587422,3,3,0,3,,,,
384_932.mp4,18.48,3,7.709896445,1,1,1,1,,,,
385_414.mp4,11.63333333,5,2.902329326,1,2,0,1.5,,,,
386_154.mp4,14.96666667,22,1.18382706,6,4,0,5,,,,
387_311.mp4,12.26666667,0,0,0,0,0,0,,,,
388_308.mp4,16.73333333,0,0,0,0,0,0,,,,
389_480.mp4,12.56,6,3.224977493,4,1,0,2.5,,,,
390_709.mp4,12.5,5,2.423171639,2,2,0,2,,,,
391_406.mp4,20.48,4,6.272273382,1,2,0,1,,,,
392_339.mp4,15.23333333,11,1.994034314,2,2,7,3.666666667,,,,
393_405.mp4,21.24,12,2.100338177,3,2,3,2.75,,,,
394_373.mp4,16.8,2,1.857997417,0,0,2,0.666666667,,,,
395_401.mp4,14.93333333,26,0.750001955,7,12,0,9.5,,,,
396_272.mp4,10.76666667,9,1.769435465,5,3,0,4,,,,
397_602.mp4,11.83333333,22,0.958757923,12,8,0,10,,,,
398_457.mp4,21.12,28,0.846986276,9,8,5,6.5,,,,
399_488.mp4,17.26666667,0,0,0,0,0,0,,,,
400_476.mp4,12.4,7,1.540315747,3,3,0,3,,,,
401_395.mp4,14.93333333,36,0.574380207,13,11,0,12,,,,
402_453.mp4,14.1,14,1.914202855,6,5,0,5.5,,,,
403_497.mp4,20.7,62,0.451533212,15,15,15,15,,,,
404_429.mp4,18.28,14,1.553842196,3,2,4,3,,,,
405_393.mp4,21.24,2,18.92313957,1,0,0,0.5,,,,
406_391.mp4,20.48,2,1.53109169,2,0,0,0.5,,,,
407_374.mp4,20.16,29,0.586780071,2,11,9,7.25,,,,
408_424.mp4,12.24,17,0.786820367,10,5,0,7.5,,,,
409_382.mp4,12.52,7,1.812110623,3,2,0,2.5,,,,
410_411.mp4,15.3,17,1.474000037,3,6,8,5.666666667,,,,
411_410.mp4,15.3,11,2.480400276,6,1,4,3.666666667,,,,
412_274.mp4,15.8,10,1.926777681,2,2,4,2.666666667,,,,
413_372.mp4,15.16,3,4.725000262,1,1,1,1,,,,
