Video_name,happy,angry,sad,surprise,disgust,fear,neutral,,,,
306_278.mp4,43,,,,,,,,,,
307_365.mp4,37,,,,,,,,,,
308_388.mp4,1,,,,,,,,,,
309_303.mp4,116,,,,,,,,,,
310_196.mp4,13,,,,,,,,,,
311_387.mp4,0,,,,,,,,,,
312_021.mp4,5,,,,,,,,,,
313_283.mp4,11,,,,,,,,,,
314_347.mp4,256,,,,,,,,,,
315_322.mp4,0,,,,,,,,,,
316_369.mp4,8,,,,,,,,,,
317_359.mp4,16,,,,,,,,,,
318_334.mp4,0,,,,,,,,,,
319_352.mp4,2,,,,,,,,,,
320_328.mp4,48,,,,,,,,,,
321_288.mp4,51,,,,,,,,,,
322_315.mp4,91,,,,,,,,,,
323_302.mp4,23,,,,,,,,,,
324_356.mp4,214,,,,,,,,,,
325_492.mp4,6,,,,,,,,,,
326_501.mp4,195,,,,,,,,,,
327_329.mp4,245,,,,,,,,,,
328_320.mp4,33,,,,,,,,,,
329_327.mp4,0,,,,,,,,,,
330_162.mp4,0,,,,,,,,,,
331_260.mp4,2,,,,,,,,,,
332_051.mp4,125,,,,,,,,,,
333_377.mp4,158,,,,,,,,,,
334_318.mp4,62,,,,,,,,,,
335_277.mp4,95,,,,,,,,,,
336_338.mp4,10,,,,,,,,,,
337_522.mp4,0,,,,,,,,,,
338_336.mp4,43,,,,,,,,,,
339_392.mp4,1,,,,,,,,,,
340_341.mp4,5,,,,,,,,,,
341_340.mp4,2,,,,,,,,,,
342_416.mp4,15,,,,,,,,,,
343_363.mp4,0,,,,,,,,,,
344_020.mp4,76,,,,,,,,,,
345_259.mp4,2,,,,,,,,,,
346_351.mp4,26,,,,,,,,,,
347_314.mp4,296,,,,,,,,,,
348_202.mp4,70,,,,,,,,,,
349_350.mp4,9,,,,,,,,,,
350_349.mp4,5,,,,,,,,,,
351_346.mp4,601,,,,,,,,,,
352_319.mp4,10,,,,,,,,,,
353_383.mp4,84,,,,,,,,,,
354_362.mp4,53,,,,,,,,,,
355_748.mp4,76,,,,,,,,,,
356_324.mp4,129,,,,,,,,,,
357_432.mp4,5,,,,,,,,,,
358_380.mp4,4,,,,,,,,,,
359_317.mp4,4,,,,,,,,,,
360_437.mp4,3,,,,,,,,,,
361_448.mp4,2,,,,,,,,,,
362_354.mp4,20,,,,,,,,,,
363_343.mp4,16,,,,,,,,,,
364_440.mp4,0,,,,,,,,,,
365_307.mp4,182,,,,,,,,,,
366_473.mp4,0,,,,,,,,,,
367_371.mp4,8,,,,,,,,,,
368_378.mp4,42,,,,,,,,,,
369_316.mp4,0,,,,,,,,,,
370_483.mp4,15,,,,,,,,,,
371_367.mp4,31,,,,,,,,,,
372_413.mp4,46,,,,,,,,,,
373_394.mp4,2,,,,,,,,,,
374_407.mp4,40,,,,,,,,,,
375_251.mp4,3,,,,,,,,,,
376_381.mp4,40,,,,,,,,,,
377_333.mp4,0,,,,,,,,,,
378_368.mp4,33,,,,,,,,,,
379_158.mp4,5,,,,,,,,,,
380_358.mp4,146,,,,,,,,,,
381_376.mp4,0,,,,,,,,,,
382_409.mp4,36,,,,,,,,,,
383_353.mp4,71,,,,,,,,,,
384_932.mp4,1,,,,,,,,,,
385_414.mp4,7,,,,,,,,,,
386_154.mp4,9,,,,,,,,,,
387_311.mp4,0,,,,,,,,,,
388_308.mp4,44,,,,,,,,,,
389_480.mp4,2,,,,,,,,,,
390_709.mp4,0,,,,,,,,,,
391_406.mp4,0,,,,,,,,,,
392_339.mp4,231,,,,,,,,,,
393_405.mp4,94,,,,,,,,,,
394_373.mp4,0,,,,,,,,,,
395_401.mp4,9,,,,,,,,,,
396_272.mp4,18,,,,,,,,,,
397_602.mp4,12,,,,,,,,,,
398_457.mp4,7,,,,,,,,,,
399_488.mp4,0,,,,,,,,,,
400_476.mp4,96,,,,,,,,,,
401_395.mp4,157,,,,,,,,,,
402_453.mp4,7,,,,,,,,,,
403_497.mp4,6,,,,,,,,,,
404_429.mp4,42,,,,,,,,,,
405_393.mp4,71,,,,,,,,,,
406_391.mp4,51,,,,,,,,,,
407_374.mp4,2,,,,,,,,,,
408_424.mp4,0,,,,,,,,,,
409_382.mp4,43,,,,,,,,,,
410_411.mp4,0,,,,,,,,,,
411_410.mp4,68,,,,,,,,,,
412_274.mp4,150,,,,,,,,,,
413_372.mp4,289,,,,,,,,,,
414_385.mp4,12,,,,,,,,,,
415_484.mp4,1,,,,,,,,,,
416_342.mp4,26,,,,,,,,,,
417_496.mp4,1,,,,,,,,,,
418_507.mp4,2,,,,,,,,,,
419_824.mp4,0,,,,,,,,,,
420_257.mp4,29,,,,,,,,,,
421_423.mp4,148,,,,,,,,,,
422_695.mp4,0,,,,,,,,,,
423_421.mp4,467,,,,,,,,,,
424_408.mp4,6,,,,,,,,,,
425_485.mp4,31,,,,,,,,,,
426_287.mp4,0,,,,,,,,,,
427_637.mp4,0,,,,,,,,,,
428_466.mp4,0,,,,,,,,,,
429_404.mp4,6,,,,,,,,,,
430_459.mp4,0,,,,,,,,,,
431_447.mp4,3,,,,,,,,,,
432_357.mp4,20,,,,,,,,,,
433_498.mp4,220,,,,,,,,,,
434_438.mp4,6,,,,,,,,,,
435_456.mp4,1,,,,,,,,,,
436_526.mp4,0,,,,,,,,,,
437_360.mp4,0,,,,,,,,,,
438_434.mp4,0,,,,,,,,,,
439_441.mp4,0,,,,,,,,,,
440_364.mp4,199,,,,,,,,,,
441_439.mp4,2,,,,,,,,,,
442_195.mp4,3,,,,,,,,,,
443_514.mp4,209,,,,,,,,,,
444_655.mp4,0,,,,,,,,,,
445_494.mp4,181,,,,,,,,,,
446_667.mp4,6,,,,,,,,,,
447_431.mp4,51,,,,,,,,,,
448_361.mp4,188,,,,,,,,,,
449_451.mp4,4,,,,,,,,,,
450_533.mp4,0,,,,,,,,,,
451_449.mp4,0,,,,,,,,,,
452_550.mp4,145,,,,,,,,,,
453_402.mp4,5,,,,,,,,,,
454_527.mp4,0,,,,,,,,,,
455_471.mp4,192,,,,,,,,,,
456_435.mp4,30,,,,,,,,,,
457_398.mp4,5,,,,,,,,,,
458_722.mp4,100,,,,,,,,,,
459_430.mp4,2,,,,,,,,,,
460_678.mp4,1,,,,,,,,,,
461_250.mp4,0,,,,,,,,,,
462_467.mp4,10,,,,,,,,,,
463_464.mp4,46,,,,,,,,,,
464_463.mp4,93,,,,,,,,,,
465_482.mp4,23,,,,,,,,,,
466_428.mp4,5,,,,,,,,,,
467_462.mp4,1,,,,,,,,,,
468_470.mp4,107,,,,,,,,,,
469_481.mp4,26,,,,,,,,,,
470_468.mp4,119,,,,,,,,,,
471_455.mp4,23,,,,,,,,,,
472_511.mp4,409,,,,,,,,,,
473_366.mp4,168,,,,,,,,,,
474_281.mp4,2,,,,,,,,,,
475_265.mp4,5,,,,,,,,,,
476_400.mp4,1,,,,,,,,,,
477_487.mp4,64,,,,,,,,,,
478_506.mp4,8,,,,,,,,,,
479_706.mp4,0,,,,,,,,,,
480_389.mp4,0,,,,,,,,,,
481_469.mp4,102,,,,,,,,,,
482_465.mp4,42,,,,,,,,,,
483_370.mp4,0,,,,,,,,,,
484_415.mp4,95,,,,,,,,,,
485_425.mp4,26,,,,,,,,,,
486_680.mp4,16,,,,,,,,,,
487_477.mp4,3,,,,,,,,,,
488_399.mp4,13,,,,,,,,,,
489_022.mp4,46,,,,,,,,,,
490_534.mp4,35,,,,,,,,,,
491_226.mp4,7,,,,,,,,,,
492_325.mp4,109,,,,,,,,,,
493_538.mp4,1,,,,,,,,,,
494_445.mp4,390,,,,,,,,,,
495_512.mp4,97,,,,,,,,,,
496_417.mp4,301,,,,,,,,,,
497_403.mp4,23,,,,,,,,,,
498_433.mp4,24,,,,,,,,,,
499_539.mp4,7,,,,,,,,,,
500_592.mp4,61,,,,,,,,,,
501_326.mp4,0,,,,,,,,,,
502_504.mp4,4,,,,,,,,,,
503_756.mp4,13,,,,,,,,,,
504_502.mp4,171,,,,,,,,,,
505_600.mp4,0,,,,,,,,,,
506_478.mp4,12,,,,,,,,,,
507_418.mp4,1,,,,,,,,,,
508_831.mp4,5,,,,,,,,,,
509_525.mp4,167,,,,,,,,,,
510_528.mp4,335,,,,,,,,,,
511_472.mp4,81,,,,,,,,,,
512_495.mp4,106,,,,,,,,,,
513_305.mp4,27,,,,,,,,,,
514_443.mp4,125,,,,,,,,,,
515_519.mp4,262,,,,,,,,,,
516_555.mp4,2,,,,,,,,,,
517_521.mp4,0,,,,,,,,,,
518_131.mp4,0,,,,,,,,,,
519_515.mp4,0,,,,,,,,,,
520_542.mp4,77,,,,,,,,,,
521_517.mp4,0,,,,,,,,,,
522_337.mp4,113,,,,,,,,,,
523_541.mp4,0,,,,,,,,,,
524_580.mp4,0,,,,,,,,,,
525_509.mp4,69,,,,,,,,,,
526_436.mp4,14,,,,,,,,,,
527_454.mp4,35,,,,,,,,,,
528_510.mp4,0,,,,,,,,,,
529_633.mp4,90,,,,,,,,,,
530_594.mp4,11,,,,,,,,,,
531_549.mp4,2,,,,,,,,,,
532_544.mp4,2,,,,,,,,,,
533_450.mp4,0,,,,,,,,,,
534_490.mp4,4,,,,,,,,,,
535_587.mp4,12,,,,,,,,,,
536_540.mp4,1,,,,,,,,,,
537_563.mp4,5,,,,,,,,,,
538_493.mp4,2,,,,,,,,,,
539_499.mp4,0,,,,,,,,,,
540_536.mp4,3,,,,,,,,,,
541_523.mp4,14,,,,,,,,,,
542_520.mp4,0,,,,,,,,,,
543_559.mp4,9,,,,,,,,,,
544_532.mp4,273,,,,,,,,,,
545_553.mp4,3,,,,,,,,,,
546_621.mp4,38,,,,,,,,,,
547_574.mp4,11,,,,,,,,,,
548_632.mp4,32,,,,,,,,,,
549_531.mp4,6,,,,,,,,,,
550_452.mp4,0,,,,,,,,,,
551_631.mp4,25,,,,,,,,,,
552_851.mp4,288,,,,,,,,,,
553_545.mp4,68,,,,,,,,,,
554_572.mp4,10,,,,,,,,,,
555_516.mp4,0,,,,,,,,,,
556_588.mp4,62,,,,,,,,,,
557_560.mp4,177,,,,,,,,,,
558_583.mp4,32,,,,,,,,,,
559_543.mp4,29,,,,,,,,,,
560_557.mp4,0,,,,,,,,,,
561_998.mp4,1,,,,,,,,,,
562_626.mp4,340,,,,,,,,,,
563_537.mp4,6,,,,,,,,,,
564_971.mp4,353,,,,,,,,,,
565_589.mp4,28,,,,,,,,,,
566_617.mp4,25,,,,,,,,,,
567_606.mp4,3,,,,,,,,,,
568_628.mp4,42,,,,,,,,,,
569_921.mp4,44,,,,,,,,,,
570_624.mp4,0,,,,,,,,,,
571_746.mp4,3,,,,,,,,,,
572_554.mp4,61,,,,,,,,,,
573_757.mp4,0,,,,,,,,,,
574_547.mp4,7,,,,,,,,,,
575_603.mp4,4,,,,,,,,,,
576_155.mp4,2,,,,,,,,,,
577_593.mp4,20,,,,,,,,,,
578_636.mp4,0,,,,,,,,,,
579_701.mp4,11,,,,,,,,,,
580_524.mp4,62,,,,,,,,,,
581_697.mp4,0,,,,,,,,,,
582_172.mp4,42,,,,,,,,,,
583_558.mp4,27,,,,,,,,,,
584_823.mp4,4,,,,,,,,,,
585_599.mp4,14,,,,,,,,,,
586_223.mp4,0,,,,,,,,,,
587_535.mp4,4,,,,,,,,,,
588_556.mp4,0,,,,,,,,,,
589_565.mp4,354,,,,,,,,,,
590_034.mp4,34,,,,,,,,,,
591_605.mp4,2,,,,,,,,,,
592_500.mp4,93,,,,,,,,,,
593_577.mp4,1,,,,,,,,,,
594_530.mp4,166,,,,,,,,,,
595_597.mp4,2,,,,,,,,,,
596_609.mp4,6,,,,,,,,,,
597_595.mp4,0,,,,,,,,,,
598_178.mp4,39,,,,,,,,,,
599_585.mp4,17,,,,,,,,,,
600_505.mp4,1,,,,,,,,,,
601_653.mp4,0,,,,,,,,,,
602_397.mp4,0,,,,,,,,,,
603_575.mp4,0,,,,,,,,,,
604_703.mp4,3,,,,,,,,,,
605_591.mp4,12,,,,,,,,,,
606_567.mp4,0,,,,,,,,,,
607_683.mp4,0,,,,,,,,,,
608_675.mp4,331,,,,,,,,,,
609_596.mp4,13,,,,,,,,,,
610_692.mp4,0,,,,,,,,,,
611_760.mp4,0,,,,,,,,,,
612_702.mp4,41,,,,,,,,,,
613_685.mp4,25,,,,,,,,,,
614_616.mp4,13,,,,,,,,,,
615_687.mp4,0,,,,,,,,,,
616_614.mp4,344,,,,,,,,,,
617_566.mp4,4,,,,,,,,,,
618_629.mp4,4,,,,,,,,,,
619_620.mp4,149,,,,,,,,,,
620_619.mp4,37,,,,,,,,,,
621_546.mp4,74,,,,,,,,,,
622_647.mp4,14,,,,,,,,,,
623_630.mp4,0,,,,,,,,,,
624_570.mp4,14,,,,,,,,,,
625_650.mp4,16,,,,,,,,,,
626_562.mp4,4,,,,,,,,,,
627_658.mp4,0,,,,,,,,,,
628_568.mp4,0,,,,,,,,,,
629_618.mp4,0,,,,,,,,,,
630_623.mp4,0,,,,,,,,,,
631_551.mp4,13,,,,,,,,,,
632_548.mp4,4,,,,,,,,,,
633_529.mp4,58,,,,,,,,,,
634_660.mp4,176,,,,,,,,,,
635_642.mp4,0,,,,,,,,,,
636_578.mp4,38,,,,,,,,,,
637_427.mp4,83,,,,,,,,,,
638_640.mp4,13,,,,,,,,,,
639_841.mp4,197,,,,,,,,,,
640_638.mp4,27,,,,,,,,,,
641_662.mp4,8,,,,,,,,,,
642_635.mp4,46,,,,,,,,,,
643_646.mp4,33,,,,,,,,,,
644_657.mp4,36,,,,,,,,,,
645_688.mp4,11,,,,,,,,,,
646_643.mp4,0,,,,,,,,,,
647_622.mp4,126,,,,,,,,,,
648_654.mp4,3,,,,,,,,,,
649_816.mp4,1,,,,,,,,,,
650_625.mp4,0,,,,,,,,,,
651_835.mp4,45,,,,,,,,,,
652_773.mp4,0,,,,,,,,,,
653_601.mp4,0,,,,,,,,,,
654_648.mp4,14,,,,,,,,,,
655_444.mp4,27,,,,,,,,,,
656_666.mp4,0,,,,,,,,,,
657_644.mp4,0,,,,,,,,,,
658_627.mp4,2,,,,,,,,,,
659_749.mp4,0,,,,,,,,,,
660_634.mp4,3,,,,,,,,,,
661_670.mp4,3,,,,,,,,,,
662_641.mp4,2,,,,,,,,,,
663_231.mp4,54,,,,,,,,,,
664_668.mp4,44,,,,,,,,,,
665_679.mp4,0,,,,,,,,,,
666_656.mp4,33,,,,,,,,,,
667_446.mp4,91,,,,,,,,,,
668_664.mp4,1,,,,,,,,,,
669_682.mp4,5,,,,,,,,,,
670_661.mp4,56,,,,,,,,,,
671_677.mp4,2,,,,,,,,,,
672_720.mp4,100,,,,,,,,,,
673_728.mp4,3,,,,,,,,,,
674_744.mp4,2,,,,,,,,,,
675_608.mp4,75,,,,,,,,,,
676_776.mp4,3,,,,,,,,,,
677_671.mp4,6,,,,,,,,,,
678_460.mp4,5,,,,,,,,,,
679_665.mp4,22,,,,,,,,,,
680_486.mp4,89,,,,,,,,,,
681_711.mp4,0,,,,,,,,,,
682_669.mp4,345,,,,,,,,,,
683_607.mp4,0,,,,,,,,,,
684_717.mp4,0,,,,,,,,,,
685_613.mp4,350,,,,,,,,,,
686_696.mp4,42,,,,,,,,,,
687_615.mp4,20,,,,,,,,,,
688_645.mp4,58,,,,,,,,,,
689_690.mp4,0,,,,,,,,,,
690_689.mp4,131,,,,,,,,,,
691_732.mp4,163,,,,,,,,,,
692_610.mp4,3,,,,,,,,,,
693_698.mp4,69,,,,,,,,,,
694_767.mp4,90,,,,,,,,,,
